제목,기사 내용
서울 심야 자율주행버스 4일 시동,"합정역~동대문역 무료 ‘A21번’ 70분 간격 운행

심야 시간에 운행하는 자율주행버스가 이달부터 서울 도심에서 시민을 나른다. 서울시는 안전성 검증을 거쳐 향후 심야 자율주행버스 운행을 확대할 방침이다.



서울시는 4일 심야시간부터 심야 전용 자율주행버스 운행을 시작한다고 3일 밝혔다. 서울시에 따르면 심야에 자율주행버스를 정기 운행하는 것은 세계 첫 사례다.



자율주행버스는 합정역~동대문역 9.8㎞ 구간 중앙버스전용차로를 순환할 예정이다. 총 2대가 투입되며, 노선번호는 A21번이다. 정류소는 편도 20개로, 총 40개 정류소에 정차한다. 오후 11시30분부터 다음날 오전 5시10분까지 70분 배차간격으로 운행한다. 주말에는 운행하지 않는다.



시민들은 일반 심야버스와 똑같이 자율주행버스를 이용할 수 있다. 중앙버스정류소에서 탑승할 수 있고, 버스정보안내단말기에 실시간 도착 정보가 제공된다.



서울시는 당분간 요금을 무료로 운행할 예정이지만 탑승 시 교통카드 태그는 해야 한다. 다른 대중교통 연결 시 환승할인이 적용되지 않는 등 불이익이 발생할 수 있기 때문이다.



서울시는 운행이 안정화되면 내년 상반기에 탑승요금을 유료로 전환할 계획이다. 다만 일반 심야버스 요금인 2500원보다는 낮은 수준으로 책정한다는 방침이다. 요금은 서울시 자율차 운영위원회 심의를 거쳐 확정될 예정이다.



안전사고 예방을 위해 전 좌석에는 안전벨트가 설치되고 입석은 금지된다. 취객이 탑승할 경우에는 버스가 와전히 멈춘 후 하차할 수 있도록 특별안전요원 1명이 승객을 관리한다.



시험운전자도 1명 탑승한다. 운행구간 인근 소방서·경찰서와도 심야 긴급연락체계를 구축했다.



서울시는 내년에 청량리역까지 운행구간을 늘려 총 13.2㎞ 노선에 심야 자율주행버스를 투입할 예정이다. 운행이 안정화되면 도심과 시 외곽을 연결하는 장거리 운행에도 자율주행버스를 투입해 정규 노선으로 편성한다는 방침이다.

"
"경북자치경찰위원회,안전한 경북 경찰공무원 역량강화 교육","[경상매일신문=김용묵기자] 연이은 이상동기 범죄 발생으로 주민 밀착형 치안 행정으로의 변화가 요구되고 있는 가운데 경북도자치경찰위원회는 지난 1일 칠곡에서 자치경찰사무 담당 경찰공무원 역량강화 교육을 열었다.이번 교육은 올해 마지막으로 남부권 6개 경찰서(경산, 칠곡, 청도, 성주, 군위, 고령)를 대상으로 이뤄졌다. 경북자치경찰위원회는 올해 4월 안동을 시작으로 4개 권역별로 교육을 실시해 자치경찰 직무 전문성 강화와 치안서비스 질 향상을 위해 노력해왔다.이번 교육에서는 자치경찰제도의 도입 배경, 현재까지의 운용 현황, 향후 전망에 대한 이순동 위원장의 특강이 진행됐고, 대전대학교 경찰학과 이상훈 교수를 초빙헤 최근 증가하는 이상동기 범죄 등에 따라 일선 현장에 적용 가능한 범죄예방 활동 관련 특강도 이뤄져 실무 위주의 교육으로 구성됐다. 아울러 각종 사건‧사고 현장에 대한 잦은 노출과 민원 대응 등으로 스트레스가 높은 경찰관들에게 필요한 긴장 완화 프로그램도 편성해 자치경찰의 신체적, 정신적 스트레스 해소에 도움을 주고자 했다.이순동 경북자치경찰위원회 위원장은 “그 어느 때보다도 안전에 관한 관심이 높고 치안정책의 중요성이 큰 시기에 우리 위원회에서도 자치경찰이 책임과 역할을 다해 주민이 안심할 수 있도록 안전한 경북을 만드는 데 최선을 다하겠다”고 밝혔다."
"상주시, 남산근린공원 공중화장실 안심 비상벨 설치","[경상매일신문=김용묵기자] 상주시 남산근린공원에 있는 관리사무실 남산3 공중화장실(상주시 신봉동 산18-25)에 양방향 음성통화 비상벨을 설치했다. 공중화장실에 있는 비상벨은 범죄를 예방하고 사회적 약자에게 편의를 제공하며, 화장실 내에 있는 벨을 누르면 상주 경찰서 상황실에 연결돼 경찰의 도움을 받을 수 있다.특히 비상벨 시스템은 △안심 비상벨 표지판 △음성통화 호출 벨 △칸 내 비상벨 △경광등으로 이뤄져 있으며 비상시에 손쉽게 찾아 누를 수 있어 이용자에게 심적 안정감을 주는 장점이 있다.한편 실제로 화장실을 이용한 K모 시민은 ""비상벨의 설치를 보고 안전한 공원을 이용한다는 느낌을 받았다""고 말했다.상주시 도시과 성주헌 공원관리팀장은 “양방향 음성통화 비상벨은 공원 내에서 시민들의 안전과 편안한 이용에 크게 기여할것이다""라고 말했다."
"김천경찰서남부지구대, 오찬 접대 행사 개최","[경상매일신문=권호경기자]김천경찰서 남부지구대는 지난달 30일, 예지원(구. 면민공동이용시설)에서 2023년 한해 남부 5개면 치안활동에 적극 협조해 준 것에 대한 감사의 뜻으로 기관 단체장 및 지역 주민들을 오찬에 초대해 소통하는 자리를 만들었다. 이날 식사는 남부 경찰관들과 부인들이 국밥과 각종 반찬, 떡, 과일 등을 손수 준비해 남부지구대 직원, 자율방범대, 노인회장, 각종 단체장 및 지역주민 등 100여 명에게 제공했으며 지례 5개면이 안전한 지역이 될 수 있도록 협심하는 시간을 가졌다. 정재택 남부지구대장은 “올해에도 남부 5개면의 치안 활동에 적극적으로 협조해줘 감사하다”며 “자치 경찰시대에 맞게 여러 단체들과 활발한 소통을 통해 다양한 의견을 적극적으로 받아들여 남부 5개면의 안전한 마을 조성을 위해 최선을 다하겠다”고 밝혔다."
"포항해경, 경주지진 발빠른 점검으로 주민불안 해소","[경상매일신문=권호경기자]포항해양경찰서는 지난달 30일 오후 해병1사단 2여단장과 함께 월성원전 합동 현장점검에 나섰다. 이번 현장점검은 30일 새벽 경주시 남동쪽 약 19km 육상에서 규모 4.0의 지진이 발생한 것과 관련해 경주시에 위치한 월성원자력본부와 인근해상의 피해여부와 안보상태를 점검하는 것이 주목적이었다. 경주는 2016년 9월 국내 최대 규모인 5.8의 지진이 발생한 지역으로 이번 지진 관련 해안방어를 책임지는 해병대와 함께 즉시 현장점검에 나서 역설적이게도 가장 안전한 곳임에도 막연한 불안감으로 힘들어 할 지역주민들에게 발빠른 양 기관의 합동노력을 보여줌으로써 어떤 어려움에도 해상안전(재난대응)은 걱정하지 않아도 된다는 믿음을 심어줬다. 게다가 월성원자력본부 측의 보도자료에 따르면 이번 지진으로 인해 발전소에 미친 영향은 없다고 밝혔고 포항해경은 여진으로 추가 피해가 발생하지 않도록 지진해일 취약지 등 파출소와 함께 계속 점검할 예정이다. 정병호 해병대 1시단 2여단장은 “이번 합동점검을 통해 해상에서 육상을 바라보아 해병대 초소 사각지대 등 해안 취약지를 재점검하는 계기가 되었고 국민의 안전을 위해서는 양 기관의 협력이 무엇보다 중요하다”고 말했다. 이에 성대훈 서장은 “내륙 4.0 이상, 해상 지진 4.5 이상인 경우 발생지가 어디든 전국에 긴급재난문자가 발송된다며 이 때 재난문자를 확인해 신속히 대피해 주시기 바라며” 또한 “신속대응과 반대급부로 각종 재난의 트라우마로 자신도 모르는 사이에 불안감도 엄습해 온다. 해양경찰·해병대 등의 즉각적인 대응활동이 든든한 가족처럼 마음의 안정을 주는데 효과적이다”고 덧붙였다. 포항해경 관계자는 오는 6일 지진해일 대응을 주제로 4차 합동 수난대비기본훈련을 실시할 계획이라고 말했다."
"문경경찰서, 범죄피해자 주거환경 개선 지원 활동 전개","[경상매일신문=김세열기자]문경경찰서는 지난달 30일 문경경찰서 2층 서장실에서 ’점촌로타리클럽과 협력해 범죄피해자의 조속한 일상 회복을 위한 지원 활동을 전개했다. 점촌로타리클럽에서는 범죄피해로 인해 각종 트라우마 등을 겪고 있는 피해자의 주거지 환경개선을 위해 침구류(매트리스, 이불, 베게 등) 및 생활용품 등 100만원 상당을 지원했다. 황병진 점촌로타리클럽 회장은 “이번 행사는 경찰서와의 긴밀한 협력으로 진행돼 범죄피해자들에게 실질적인 도움이 되길 바라며 이번 행사를 계기로 피해자들에 대한 조속한 일상 회복이 될 수 있도록 적극 협력하겠다”고 전했다. 김정란 문경경찰서장은 “최근 경찰 활동이 범죄피의자의 강력한 처벌 뿐만 아니라 피해자 보호‧지원 활동에 중점을 두고 있는 만큼 지역사회단체와 유기적 협력을 통해 피해자들이 안전하고 안정된 환경에서 살 수 있도록 노력하겠다”고 말했다."
"10대 여학생, 만취한 채 킥보드 타다가…승용차와 '쾅'","달리는 차에 돌 던진 아이…운전자가 욕 먹은 황당 이유 [아차車]

주행 중인 차량을 향해 아이가 돌을 던져 차량이 파손된 사고가 발생했다. 해당 차량 운전자는 ""아이 보호자인 할머니는 차량에 튄 돌 때문에 아이가 다칠뻔 했다고 역정을 냈다""고 토로했다. 지난 30일 교통사고 전문 한문철 변호사가 운영하는 유튜브 채널 '한문철 TV'에는 최근 '할머니는 차에 돌이 튀어서 아이가 다칠 뻔했다며 오히려 화를 냈습니다. 아이가 돌을 던진 건데 너무 당황스럽습니다'라는 제목의 영상이 올라왔다.제보자이자 운전자인 A씨에 따르면 사고는 지난달 18일 오후 3시께 경기 고양시의 한 도로에서 발생했다. 당시 신호 대기 중이던 A씨는 녹색불이 바뀐 것을 확인한 뒤 육교가 있는 도로를 향해 직진하고 있었다. 이때, 앞장선 할머니 뒤따라 걷던 한 아이가 A씨 차량을 향해 갑자기 돌을 던졌다.A씨는 ""(사건 당시) 주말 아르바이트 출근 시간이 얼마 남지 않아 일단 (아이와 할머니를) 보내고 출근 후 블랙박스를 확인해보니, 아이가 돌을 던진 것이 맞다""며 ""할머니와 아이에게 '돌을 던졌냐'고 물어봤는데, 할머니는 '차에서 돌이 튀어서 아이가 다칠뻔했다'며 오히려 화를 냈다""고 토로했다.현재 A씨는 돌을 던진 아이의 신원을 파악하지 못해 수리비 청구 등에 어려움을 겪고 있는 것으로 전해졌다. 그는 ""이런 경험이 처음이고 너무 당황스럽고, (현재까지) 할머니나 아이의 전화번호 등의 신상은 모르는 상황""이라며 ""아직 정확한 수리비는 확인하기 어렵지만, 자차 보험비로 수리하게 되면 20만원 정도를 지급해야 한다""라고 설명했다. 이어 ""손해배상청구 소송의 경우 제가 취업준비생이라 돈이 없어 힘들 것 같다""고 덧붙였다.한문철 변호사는 ""(A씨 차량이) 장기 렌터카이기 때문에 내 돈만 내면 렌터카 회사가 자체 공업사에서 고쳐준다""며 ""일반적으로 자차보험 처리하면 가해자에게 구상권을 청구해야 한다. 하지만 렌터카는 그런 게 없기 때문에 자기부담금을 내라고 한다""고 설명했다.그러면서 ""(도로가 있는 보행로를 다닐 때는) 어린이들 손 잡고 다녀야 한다""며 ""아들딸들 손자 손녀들 잘 보호하시고 잘 가르쳐야 한다""고 지적했다.영상을 본 네티즌들 사이에선 '촉법소년(만 10세 이상∼14세 미만)에도 해당하지 않는 아이에 대한 법안을 강화해야 하는 것이 아니냐' 등 지적이 나왔다. 촉법소년은 형사책임을 지지 않는 미성년자로, 형법에 저촉된 행위를 해도 형사처분을 받지 않고 소년법에 따른 보호처분을 받는다.노인을 숨지게 한 돌 던짐 사고에 이어, 이번 사건의 경우에도 가해자는 4~5세로 추정되고 있다. 이에 시청자들은 ""촉법소년 좀 강화해야 할 필요성이 있다"", ""남의 얼굴 때리고 오히려 자기 손을 다쳤다고 화를 내는 격이다"" 등의 반응을 보였다.김세린 한경닷컴 기자 celine@hankyung.com"
"청송군, 여성폭력 예방 캠페인 실시","[경상매일신문=이동구기자]청송군은 지난달 29일 청송시장에서 여성폭력예방을 위한 캠페인을 추진했다. 이날 캠페인은 ‘여성폭력 추방주간’을 맞아 성폭력과 가정폭력에 대한 사회적 경각심을 높이고 여성폭력을 예방하기 위해 실시되었으며, 청송군과 청송경찰서, 청송군여성단체협의회와 합동으로 진행됐다. 특히 캠페인 참가자들은 현수막, 피켓 등을 활용해 홍보하며, `여성폭력이 없는 안전한 청송 만들기`에 군민들의 적극적인 관심과 동참을 촉구했다. 윤경희 청송군수는 “앞으로도 지속적인 홍보활동 등을 통해 여성폭력 없는 안전한 청송을 만들기 위해 최선을 다하겠다”고 말했다."
"구미시, 여성폭력 추방주간 기념 캠페인","[경상매일신문=조준영기자]구미시는 지난 1일 금오산 대주차장에서 구미경찰서, 관계기관, 단체 등 60여 명이 참여해 여성폭력 추방 주간 캠페인을 실시했다.여성폭력 추방주간(11.25.~12.1.)을 맞아 여성폭력 근절의 시민 동참 분위기 조성을 위해 추진됐으며, 여성폭력 관련 피켓과 사진을 전시하고 홍보물을 배부하며 폭력예방 홍보 활동을 전개했다.지역 내 공중화장실 10개소를 대상으로 디지털 성폭력 등 성범죄 예방을 위한 불법 촬영기기 점검도 실시했다.황은채 가족보육과장은 “남녀노소 누구나 폭력없는 안전한 일상을 누릴 수 있도록 우리 모두의 적극적인 참여가 필요하다”며, “앞으로 관계기관, 단체와 긴밀한 협력으로 무관심 속에 고통받는 피해자가 없도록 최선을 다하겠다”고 했다.한편, 시는 여성폭력 예방을 위해 여성 1인 가구에 홈CCTV 등을 지원하는 우리집 경호원 파견 사업, 여성 안심비상벨‧무인 택배함 운영, 폭력예방 교육 등을 실시하고 있으며, 폭력 피해자의 일상 회복을 위해 여성폭력상담소(2개소)와 범죄피해자지원센터를 운영하는 등 심리적‧법률적․경제적인 지원을 위해 다양한 시책을 추진하고 있다."
부산 이륜차 교통사고 다발지역 12곳에 후면번호판 무인 교통단속 시스템 구축,"부산 이륜차 교통사고 다발지역 12곳에 후면번호판 무인 교통단속 시스템 구축

동래경찰서 앞 등 12곳에 후면번호판을 인식할 수 있는 단속장비 설치 완료

후면번호판 무인교통단속장비 설치 모습./사진 : 부산광역시 제공



[대한경제=김옥찬 기자] 부산자치경찰위원회(위원장 정용환)와 부산경찰청(청장 우철문)은 시민이 안전한 교통환경 조성을 위해 이륜차 교통사고 다발 지역 12곳에 후면번호판 무인교통단속장비를 구축했다고 3일 밝혔다.



코로나19 이후 배달문화 확산 등으로 이륜차 통행량이 증가함에 따라 신호위반, 중앙선 침범, 난폭운전, 보도 침범 등 각종 불법행위가 만연해 시민들이 도로에서 이륜차를 가장 위협적으로 느끼고 있다.



이에 자치경찰위원회는 교통경찰의 단속만으로는 한계가 있다고 판단하고, 부산경찰청, 남구청 등과 협업을 통해 정보통신기술(ICT) 첨단교차로 사업에 후면번호판 무인 교통단속 장비 반영을 추진했다.



그리고 남구 경성대 일원 2대를 시작으로 이륜차 교통사고 다발지역에 10대를 추가해 총 12대의 후면번호판 단속 장비를 설치했다.



후면번호판 무인 교통단속장비는 인공지능(AI) 기반 영상분석기술을 이용해 후면번호판을 인식한 후 이륜차 여부를 판독하고, 과속․신호, 안전모 미착용 여부 등을 단속한다.



특히 이륜차뿐만 아니라 모든 차량의 교통법규 위반행위도 단속할 수 있어 교통사고 예방과 선진교통 문화 정착에도 효과가 클 것으로 기대한다.



한편, 최근 부산자치경찰 인지도 조사에서도 ‘교통안전 위협요소’로 이륜차 법규위반이 46.8%, ‘교통안전 강화를 위해 필요한 자치경찰 활동’으로 법규위반 단속요구가 46.9%로 가장 비중이 높은 것으로 나타났다.



이에 자치경찰위원회는 이륜차 안전사고 예방을 위해 캠페인 홍보 등을 꾸준히 추진하는 한편, 후면번호판 무인교통단속장비를 점진적으로 확대하기 위해 내년에도 5대를 설치하는 등 첨단 무인교통 안전시설의 패러다임 전환을 시도하고 있다.



정용환 부산시자치경찰위원장은 “후면번호판 단속시스템은 이륜차 등의 안전 운행을 유도하고 교통사고 예방에도 효과가 클 것”이라며 “교통사고 없는 안전한 부산을 위해 보행자, 고령자, 이륜차, 사업용, 음주운전 등 5대 고위험군 사고 예방에 최선을 다하겠다”고 전했다.





부산=김옥찬 기자 kkkochan20@



〈ⓒ 대한경제신문(www.dnews.co.kr), 무단전재 및 수집, 재배포금지〉"
부산 오토바이 사고 다발지역 12곳 후면번호판 단속,"사회

부산 오토바이 사고 다발지역 12곳 후면번호판 단속

To view this video please enable JavaScript, and consider upgrading to a web browser that supports HTML5 video

길재섭 입력 : 2023.12.03 조회수 : 32 0 0 페이스북

페이스북 트위터

부산의 오토바이 사고 다발 지역 12곳에서 후면 번호판 무인 단속이 시작됩니다.



부산경찰청과 자치경찰위원회는 동래경찰서 앞과 경성대 일대 등 모두 12곳에 오토바이 후면단속 장비를 설치하고 단속을 시작했다고 밝혔습니다.



오토바이 후면단속 장비는 과속과 함께 안전모 미착용도 단속합니다.





▷ 전화

부산 051-850-9000

경남 055-283-0505

▷ 이메일

▷ knn 홈페이지/앱 접속, 시청자 제보 누르기

▷ 카카오톡 친구찾기 @knn KNN 뉴스는 24시간 여러분의 제보를 기다립니다.▷ 전화부산 051-850-9000경남 055-283-0505▷ 이메일 jebo@knn.co.kr ▷ knn 홈페이지/앱 접속, 시청자 제보 누르기▷ 카카오톡 친구찾기 @knn"
"'시행 2년 4개월' 자치경찰제, 과학치안 성과 나타나","박동균 대구광역시 자치경찰위원회 사무국장(상임위원)은 12월 1일(금) 오후 2시, 한국치안행정학회의 초청에 따라 경북대학교 글로벌플라자 세미나실에서 ‘과학치안과 자치경찰’이라는 주제로 기조 발표를 했다.

전국 경찰행정학과 교수들을 대상으로 한 이날 발표에서, 박동균 사무국장은 “자치경찰의 업무는 시민 안전과 가장 밀접한 부분인 아동·청소년·여성 등 사회적약자 보호, 교통안전, 범죄 예방과 생활안전 등이며, 서서히 자치경찰제 시행의 성과가 나타나고 있다. 특히 ‘첨단 AI를 활용한 과학치안 시스템 도입’은 시민 안전을 위한 우수한 성과라 할 수 있다”고 강조했다.

대구광역시 자치경찰위원회는 올해 4월 경찰청 주관 ‘과학치안 R&D 공모 사업’에 최종 선정돼 2027년까지 총 4년 9개월간 최대 32.5억 원(국비 23.75, 시비 4.5, 민자 4.25)을 확보했다. 이로써 지역 특성 및 치안 수요를 반영한 ‘지역 맞춤형 과학치안 R&D 사업’을 추진할 수 있어 자치경찰과 과학치안 역량 강화 기반을 마련하는 첫 발걸음을 내딛게 됐다.

이 사업은 시민 안전을 위한 실질적인 정책이자 치안 서비스로 평가받고 있으며, 대구광역시 자치경찰위원회는 대구경찰청과 협업해 ▲‘지역거점(Spoke Lab)’ 구축을 통한 치안 수요 발굴 및 거버넌스 소통 플랫폼 운영 ▲주민 체감형 생활안전 솔루션 실증·확산을 통한 지역 성공 사례 발굴 ▲국내 최초 과학치안 전문가 양성 과정 운영을 통한 과학치안 역할 증대 등을 이 사업의 중점 내용으로 추진해 나갈 계획이다.

또한 올해 6월에는 대구광역시 자치경찰위원회의 ‘첨단 AI 영상분석 시스템 구축사업’이 행정안전부 주관 ‘2023년 지방자치단체 협업 특별교부세 공모 사업’에 최종 선정돼 특별교부세 2억 원을 지원받았다. 대구광역시 자치경찰위원회는 사회적 약자 보호 및 시민 안전 사회 조성을 위해 서구청, 서부경찰서, 첨단정보통신융합산업기술원 등 총 6개 기관과 협업해 이 사업을 추진해 왔다.

박동균 대구광역시 자치경찰위원회 사무국장은 “오늘 발표한 주요 사업 이외에도, 대구광역시 자치경찰위원회는 빅데이터 기술을 활용해 요일과 시간대별로 음주운전 발생 예상 지역을 과학적으로 분석한 후 교통 단속 현장에 활용할 계획”이라며, “우리가 추진하고 있는 과학치안 사업들은 시민 안전을 위한 그동안의 값진 결과물들이다. 이제 대구광역시는 명실상부한 ‘대한민국 과학치안의 메카’로 자리매김할 것이다”고 말했다.

한편, 한국치안행정학회 창립 제20주년 기념으로 개최된 이날 학술대회에는 국내 경찰, 소방, 재난안전, 위기관리 분야의 국내 주요 전문가와 실무진들이 대거 참석했으며, ‘한국치안정책 발전과정의 현재와 미래’라는 안건 아래 치안 정책에 대한 다양한 논의를 진행했다."
1억 빚 남기고 실종된 지적장애 청년…'그알' 방송 전날 극적 발견,"SBS '그것이 알고 싶다' 백지원씨 실종사건

1년 만에 가족 상봉…자신 명의 대출사실 몰라

지난해 10월 실종됐던 20대 지적장애인이 SBS '그것이 알고 싶다'(이하 '그알') 방송 전날 극적으로 발견돼 가족의 품으로 돌아왔다. 이 남성은 1년여 동안 가족과 연락이 끊긴 데다 실종 후 1억원이 넘는 채무까지 발생한 상태였다.

지난 2일 방송된 SBS 시사교양 프로그램 '그알:고지서와 유령들-백지원 실종사건'에서는 중등도 지적장애를 가진 스무 살 백지원씨가 실종 1년2개월 만에 돌아온 사건을 다뤘다.

2일 방영된 SBS '그것이 알고 싶다'에서 다룬 백지원씨 실종사건[이미지출처=SBS] AD 원본보기 아이콘

지난해 고등학교를 졸업하고 자립을 준비하던 백씨는 지난해 10월 돌연 자취를 감췄다. 백씨는 실종신고가 접수된 이후 1년여 동안 연락이 끊겼으며 생활반응도 나타나지 않아 생사가 불분명했다. 설상가상으로 올해 초부터 집으로 고지서들이 날아들기 시작했다. 백씨 명의로 전세자금 1억 원이 대출됐는데, 독촉장에 적힌 연체 이자만 160만 원이었다. 이와 함께 통신요금 500여만 원, 휴대전화기 3대 할부금 연체 고지서까지 총 1억1000만 원에 달하는 채무가 발생했다. 지적장애가 있는 백씨가 스스로 전세대출 등을 받았을 리 없기에, 누군가 백씨를 납치해 범죄에 이용하고 있을 가능성이 있었다.

실종 당시 백씨와 함께 있었던 지인 A씨도 의심되는 상황이었다. 지난해 10월12일, 백씨와 연락이 안 되던 가족이 경찰에 처음 실종 신고를 했을 때, 그는 서울의 모텔에서 지인 A씨와 함께 머물고 있던 게 확인됐다. 그런데 취재 결과, A씨는 대출사기 및 보이스피싱 범죄에 연루돼 수배돼있던 인물이었다. 이후 백씨는 가족이나 경찰과 더 이상 연락이 되지 않았고, 함께 있던 A씨도 번호를 바꾸고 사라졌다.

'그알' 제작진은 백씨 주변에 유령처럼 머물며 대출사기에 악용하는 무리가 있다는 걸 확인했고, 그들의 정체를 추적했다. 그리고 방송 하루 전날인 지난 1일 밤 수사를 진행하던 경찰이 경기 오산시에서 백씨를 발견했다는 연락을 받았다.

용인동부경찰서 실종수사전담팀은 첩보단서를 입수해 오산의 한 원룸에서 백씨를 찾았는데, 당시 A씨도 함께 있었던 것으로 전해졌다. 기초조사 결과, 백씨는 지난해 10월부터 경기 광주시와 이천시의 모텔과 충북 충주시의 원룸에서 생활했고, 다시 오산의 원룸으로 옮겨왔다고 한다. 이 과정에 A씨 또한 동행했던 것으로 확인됐다.

'그알' 제작진이 경찰서로 찾아갔을 때, 백씨는 실종 1년여 만에 살이 많이 빠지고 수척해지긴 했지만 다행히 건강상 큰 문제는 없어 보였다. 백씨는 하루 한 끼 정도 먹으며 휴대전화가 없는 채로 원룸 안에서 A씨로부터 감시를 받았다고 털어놨다. 그는 자신의 명의로 전세자금 대출이 이루어진 사실이나, 휴대전화가 여러 대 개통된 것도 전혀 모르고 있었다. A씨 또한 다른 누군가의 지시로 백씨를 감시해왔던 것으로 추정되는 상황이다. A씨는 전세대출 사기에 가담한 혐의로 체포돼 수사를 받고 있다.

백씨 가족들은 그가 안전하게 돌아올 수 있게 해준 경찰과 제작진에게 고마움을 전했다. '그알'은 ""지적장애인인 백씨를 이용해 전세대출 사기를 일으킨 가해자들에 대한 수사 결과를 주시하고, 계속해서 그들의 실체를 파헤쳐나갈 것이다""라고 밝혔다.





김현정 기자 khj27@asiae.co.kr

"
