제목,기사 내용
"울진해경, 동절기 해양사고 대비태세 만전","[경상매일신문=주철우기자]울진해양경찰서는 겨울철이 다가옴에 따라 11월부터 다음해 2월까지 선박 안전관리 및 민ㆍ관 협력체계 강화 등 동절기 해양사고 대비 및 대응태세에 만전을 기하겠다고 전했다. 울진해경에 따르면 최근 3년간(2020~2021년) 동절기 6대 해양사고를 분석한 결과 충돌 13척, 좌초ㆍ침수ㆍ화재 4척, 전복 1척 순으로 사고가 발생했다. 해양사고의 주요 발생원인으로는 정비불량, 운항부주의 및 관리소홀 등 인적과실 요인이 대부분을 차지하고 있다. 이에 따라 울진해경은 사고사례 분석을 통하여 철저한 대비와 선제적 대응을 함으로써 동절기 해양사고 예방과 피해를 최소화하겠다고 전했다. 울진해경은 동절기 기간 중 왕돌초 인근 해상 등 사고다발해역에 경비함정을 전진배치하는 등 긴급구조 즉응태세를 강화하고 기상악화 시 선박 출입항 통제 및 적극적인 피항 유도, 원거리 조업선 안전관리 강화, 위험 취약지역 예방순찰 강화 및 민ㆍ관 협력체계를 강화하여 철저히 대비ㆍ대응하겠다고 전했다. 울진해경 관계자는 “동절기 특성상 해양기상 악화에 따른 해양사고 발생 가능성이 높고 낮은 수온으로 인해 익수자의 생존시간은 줄어든다”며 “인명사고와 직결되는 해양사고 예방을 위하여 안전운항 및 장비점검 등을 통한 주의와 관심을 부탁드린다”고 전했다."
"경찰청, 김길수 검거 경찰 특별승진 임용","경찰청 로고©열린뉴스통신ONA

(서울=열린뉴스통신) 김한빈 기자 = 경찰청은 도주 피의자 김길수를 검거한 경기북부경찰청 의정부경찰서 경사 이선주와 경기남부경찰청 안양동안경찰서 경장 김민곡을 각각 경위와 경사로 특별승진 임용했다.

이날 특별승진 임용식에는 우종수 국가수사본부장이 참석했으며, 주 공로자 2명에 대한 특별승진 임용 외에 공조 및 검거에 중요한 역할을 한 의정부경찰서 경사 김경수와 안양동안경찰서 경감 서형렬에 대한 경찰청장 표창 수여도 동시에 진행되었다.

임용식에 참석하지 못한 윤희근 경찰청장은 별도 격려 메시지를 통해 “강력범죄를 저지르고 수감 중 도주한 피의자를 시도 경찰청 간의 긴밀한 공조로 신속히 검거하여 국민의 우려를 불식시켜 준 유공자들이 자랑스럽다”라며 “앞으로도 사회 불안을 초래하는 사건을 조속히 해결함으로써 국민안전 확보에 이바지하는 경찰 동료들에게는 특별승진 등 적극적인 포상을 하겠다”라고 밝혔다.

한편, 김길수는 지난 11월 4일 특수강도 혐의로 서울구치소 수감 중 치료를 위해 병원에 입원하였다가 도주하였으며, 서울구치소로부터 신고를 접수한 경찰은 경기남부 · 경기북부경찰청 등 총 4개 시도 경찰청의 신속한 공조 및 추적 수사를 통해 도주 3일 만인 11월 6일 의정부에서 김길수를 검거했다."
“세입자 없다” 불법 담보 대출 허점…‘전입세대 열람내역’ 여전,"동영상 고정 취소

[앵커]



세입자가 있는 집을 빈집인 것처럼 속여 담보로 걸고 수억 원대의 돈을 빌려 가로챈 일당이 경찰에 붙잡혔습니다.



세입자 거주 여부를 확인하는 전입세대 열람내역서의 허점을 노린 사기였습니다.



고민주 기자입니다.



[리포트]



제주에 사는 30대 이 모 씨는 지난 1월, 지인에게 소개받은 사람으로부터 돈을 빌려주면 연 20%의 이자를 주겠다는 제안을 받았습니다.



세입자가 없는 경기도의 한 신축 빌라를 담보로 제공하겠다는 말에 속아 2억 원을 건넸습니다.



전입세대 열람내역서를 믿었기 때문입니다.



[이 모 씨/피해자/음성변조 : ""전입세대 열람원이나 등기부등본 상에는 (세입자가) 전혀 없으니까 문제 될 게 전혀 없으니까... 법무사 측에서도 문제 될 게 없다 그러고...""]



이 씨가 당시 받은 전입세대 열람내역서입니다.



세대주가 없다는 내역서의 빌라 주소, 지번으로 표기됐습니다.



하지만 도로명 주소로 신청하니, 세대주 정보가 나옵니다.



[홍혜정/제주서부경찰서 수사과장 : ""(피의자들은) 무자본으로 일명 갭투자 형식으로 건물의 소유권을 취득한 이후에 지번 주소로 전입세대 확인서를 발급받는 경우에는 '세입자 정보가 나오지 않습니다' 이렇게 된다는 점을 이용해서...""]



경찰은 이 같은 수법으로 피해자 6명에게 8억 원을 가로챈 일당 5명을 사기 혐의로 붙잡아 검찰에 넘기고 총책을 쫓고 있습니다.



또 정부에 제도개선을 요청했습니다.



[조상언/행정안전부 주민과장 : ""확인서를 도로명 주소로 요청하든 지번 주소로 요청하든 한 장에 입주 세대원을 모두 확인할 수 있도록 제도 개선안을 마련하여 11월 중 국무회의에 상정할 예정입니다.""]



정부가 개선안 마련에 착수한 건 올해 2월.



지금까지도 전입세대 열람내역서의 허점을 이용한 사기는 계속되고 있습니다.



KBS 뉴스 고민주입니다.



촬영기자:고진현



■ 제보하기

▷ 카카오톡 : 'KBS제보' 검색, 채널 추가

▷ 전화 : 02-781-1234, 4444

▷ 이메일 : kbs1234@kbs.co.kr

▷ 유튜브, 네이버, 카카오에서도 KBS뉴스를 구독해주세요!"
"목포해경 암태파출소, 바다안전2023 최우수 선정","목포해양경찰서 소속 암태파출소가

2023년 취약해역종합 안전망 평가에서

최우수 파출소로 선정됐습니다.





암태파출소는

여객선 내 화재 취약구역을 지정하고

화재감지기를 추가 설치했으며

전기차 화재 예방 대응 매뉴얼을

자체 제작한 점 등이 높은 평가를 받았습니다."
부천시 호신용 경보기 지원 민원 응대 직원 보호 나선다,"부천시 민원 응대 공무원에게 배부될 호신용 경보기.

시는 호신용 경보기를 제작해 7일부터 민원 담당 직원들에게 배부한다. 배부 대상은 복지·보건과 각종 단속 업무 담당자다. 호신용 경보기는 위험 상황이나 ‘묻지마 범죄’와 같은 갑작스러운 위기 상황이 발생했을 때 주변에 도움을 요청하는 기본 방어 조치다.

또 ▶폭행·폭력 따위 피해를 본 직원 일대일 상담 지원 ▶특이 민원에 신속 대응하기 위한 전담인력 채용 ▶법적 분쟁 대응을 통해 직원 보호에 나서겠다고 했다. 내년 초에는 휴대용 녹취기도 구매해 지원할 계획이다.

시는 그동안 민원실에 ▶폐쇄회로(CC)TV와 안전유리 가림막 설치 ▶경호인력 배치 ▶경찰서와 비상벨 연계 ▶영상·음성 기록 장비(웨어러블 캠) 배부 등 직원 보호를 위해 여러모로 노력을 기울였다.

하지만 이 같은 노력에도 불구하고 직원 피해 사례가 여러 차례 발생했다. 이로 인해 직원들의 더욱 강화된 안전 요구가 커져 민원 업무 수행 직원을 보호하기 위한 보다 구체적 방안 마련 필요성이 대두됐다.

공무원노조는 ""악성 민원을 그저 견뎌야 하는 대상으로만 치부하는 구태의연한 대책은 이제 그만 보고 싶다""며 ""시에서 악성 민원으로 괴롭힘을 당하는 직원을 보호하는 방안을 내놔야 한다""고 발표하기도 했다.





부천=최두환 기자 cdh9799@kihoilbo.co.kr

기호일보 - 아침을 여는 신문, KIHOILBO"
'안산 시민안전최우선' 응급의료 네트워크 구축,"안산시는 지난 6일 단원·상록경찰서, 안산소방서, 관내 5개 응급의료기관(고대안산병원·한도병원·근로복지공단 안산병원·단원병원·사랑의병원)과 응급의료서비스 강화를 위한 ‘응급의료 네트워크 구축 협약’을 체결했다.



이번 협약은 신속·적절한 응급의료서비스 제공으로 응급환자의 생명과 건강을 보호하고, 지역보건의료 발전을 위해 응급의료 네트워크를 구축·운영하고자 마련했다.

시청 제1회의실에서 열린 협약식에는 이민근 시장과 위동섭 단원경찰서장, 이민수 상록경찰서장, 이제철 안산소방서장, 5개 응급의료기관 병원장이 참석했다.

협약에 따라 시는 응급의료협의회 운영과 응급환자 이송체계 마련, 응급의료기관 지원을, 응급의료기관은 지역 응급환자 우선 진료와 응급처지 교육(훈련) 지원·자문을, 경찰서와 소방서는 응급환자 발생 시 교통 통제, 신속한 응급처치·이송, 빠른 초기 대응에 상호 협력한다.

이민근 시장은 ""뛰어난 실력의 의료진과 효율적인 의료시스템, 최신 장비와 시설을 갖춘 믿음직한 의료기관들이 시민과 지역사회를 위해 든든한 응급의료 네트워크를 맺어 줘 감사드린다""며 ""시민과 지역사회를 위해 베풀어 주신 선한 영향력과 사회적 책임을 기억하며, 시에서도 시민 안전을 최우선으로 소중한 생명을 지키고자 최선을 다하겠다""고 했다.

안산=박성철 기자 psc@kihoilbo.co.kr





기호일보 - 아침을 여는 신문, KIHOILBO"
"[데일리안 오늘뉴스 종합] 인요한 '영남 중진 험지출마론'에…조경태 ""선거에...","조경태 국민의힘 의원.ⓒ데일리안 홍금표 기자

인요한 '영남 중진 험지출마론'에…조경태 ""선거에서 못 이기면 그게 무슨 혁신""





인요한 국민의힘 혁신위원장이 2호 혁신안으로 '지도부' '영남 중진' '친윤' 핵심 의원들의 험지 출마 혹은 불출마를 제시한 가운데, 영남권 의원들 사이에서 이견 제시가 본격화되고 있다.





국민의힘 뉴시티프로젝트특위 위원장을 맡은 5선 중진 조경태 의원은 7일 SBS라디오 '뉴스쇼'와 인터뷰에서 '김포 출마 생각이 있느냐'는 질문에 ""당에서 혁신위를 띄운 이유가 내년 총선에서 승리하기 위해서가 아니냐""고 반문했다.





부산 사하을을 지역구로 두고 있는 그는 ""내년 총선에서 승리하려면 그 지역구에서 가장 경쟁력 있는 사람이 나와야 되는 것이 맞지 않느냐""며 ""본선 경쟁력이 있는 후보를 공천하는 것이 가장 합리적이다. 선거에서 못 이기면 그게 무슨 혁신이냐""고 강조했다.





尹, 박근혜 전 대통령 대구 사저 찾아 '깜짝 회동'…""박정희 배울 점 국정 반영""





윤석열 대통령이 12일만에, 이번에는 대구로 내려가 박근혜 전 대통령을 만났다.





윤 대통령은 7일 오후 대구 달성군의 박 전 대통령의 사저를 방문했다고 이도운 대통령실 대변인이 서면 브리핑을 통해 전했다.





지난달 26일 국립현충원에서 열린 '박정희 전 대통령 44주기 추도식'에 참석해 박 전 대통령에게 ""조만간 찾아뵙겠다""고 말한 뒤 12일 만에 방문이 이뤄진 것이다. 윤 대통령이 지난해 4월 박 전 대통령을 방문했을 땐 박 전 대통령이 집 안에서 맞았으나, 이날은 현관 계단 아래까지 내려와 윤 대통령을 반갑게 맞았다.





검찰 ""이재명, 대장동 범행 구조적으로 가능하다고 직접 인정했다""





더불어민주당 이재명 대표의 대장동·위례 신도시 개발 특혜 의혹 재판에서 검찰은 이 대표가 스스로 대장동 범행이 구조적으로 가능하다고 인정했다고 주장했다.





7일 법조계에 따르면 검찰은 이날 서울중앙지방법원에서 열린 재판에서 ""이 대표가 지난 공판 때 '만일 유동규 전 성남도시개발공사 본부장 등과 결탁하려 했다면 사업자를 임의지정해 조용히 넘어갈 수 있었다'고 발언했는데, 민간사업자 내정 사실을 숨기기 위해 공모를 거쳤다는 게 공소사실의 구조""라며 이같이 밝혔다.





이어 유동규 전 본부장 등이 아예 다른 민간업자의 참여가 불가능한 일정으로 공모 지침서를 구성해 남욱 변호사 등에게 공유한 사실을 확인했다며 마치 선거구 획정에서 게리맨더링을 하듯 부정·편파를 만들었다고 강조했다.





日세정수 사건에 후쿠시마 지사 ""정확한 정보 없다""…정부 ""우리 바다 안전성과는 무관""





정부가 지난달 25일 일본 후쿠시마 제1원자력발전소 배관을 청소하던 작업자 5명이 방사성 물질이 포함된 세정수를 뒤집어쓴 사건과 관련해, 세정수의 정확한 용량 파악에 어려움을 겪고 있다. 일본 내부에서도 비슷한 상황이 계속되고 있는 것으로 보인다.





작업자는 건강상 문제가 없지만, 사고 열흘 이후에도 정확한 세정수 분출량에 대한 정보 공유가 이뤄지지 않으면서 도쿄전력이 일본 내부서조차 과학적 신뢰 구축을 이루지 못하고 있는 것 아니냐는 지적이 나온다.





신재식 원자력안전위원회 방사선방재국장은 6일 정부서울청사에서 열린 '후쿠시마 오염수 관련 일일브리핑'에서 ALPS 필터 출구 배관 세정 중 사고와 관련해 ""우리 정부도 관심을 두고 일본 원자력규제위원회(NRA)에 질의하고 있다""며 ""작업자 안전관리, 피폭선량 등에 대해 조사를 진행 중이다. 추가적인 상황이 확인되면 다시 설명해 드리도록 하겠다""고 밝혔다.





증권사, 공매도 금지에 ‘속앓이’…불법 연루 리스크 ‘부각’





공매도 전면 금지가 증권사에 득보다 악재가 될 가능성이 제기된다. 거래대금 증가에 따른 수수료 수익 기대감보다 당국 조사에 의한 불법 연루 리스크가 부각될 수 있다는 관측이다.





불법 공매도 연루 의혹이 현실화될 경우 투자자 신뢰 저하뿐만 아니라 법적 책임까지 지워질 수 있어 타격이 불가피할 전망이다.





7일 금융투자업계에 따르면 금융당국이 글로벌 투자은행(IB)들에 대한 전수조사에 착수한 가운데 증권사들은 관련 조사가 자신들로 확대될 가능성에 촉각을 곤두세우고 있다.





도주 70시간 만에 다시 서울구치소로 돌아간 김길수…조력자 있었을까?





특수강도 혐의로 서울구치소에 수용됐다가 병원 치료 중 달아난 김길수(36)를 검거한 경찰이 7일 김씨 신병을 구치소 측에 인계했다. 김 씨가 도주극을 벌인 지 70여시간 만이다.





앞서 김씨는 전날 오후 9시 24분쯤 경기 의정부 가능동 한 공중전화 부스 부근에서 첩보를 받고 급파된 경찰에 붙잡혔다. 경찰은 공중 전화를 이용해 누군가에게 전화를 걸었다가 경찰에 덜미를 잡힌 것으로 알려졌다. 검거 당시 김 씨는 검은 옷을 착용한 채 걷고 있었으며, 경찰에 강하게 저항 했던 것으로 전해졌다.





김씨는 검거 전까지 사흘간 지하철 등 대중교통을 이용해 서울과 경기 일대를 종횡무진 헤집고 다녔고, 특히 사람이 많이 오가는 찜질방과 식당, 옷가게, 터미널 등을 버젓이 찾는 대담함을 보여 조력자가 있었던 것이 아닌가 하는 의구심마저 낳고 있다.





이날 경찰 등에 따르면 경기 안양동안경찰서는 도주 혐의로 체포해 조사한 김 씨를 오전 4시께 서울구치소에 넘겼다."
"‘잡아당겨 112 신고’ 휴대 가능 비상벨, 서울시 1만개 지급","서울시가 강력범죄 초동 대응 강화를 위해 자동으로 경찰에 신고하고 지인에게 연락하는 기능을 갖춘 휴대용 비상벨(사진)을 1만세트 보급한다고 7일 밝혔다.



‘지키미’라는 이름의 휴대용 비상벨은 성폭력·가정폭력·교제폭력·스토킹 등 범죄 피해자 또는 피해 우려가 있는 1만명에게 우선 지급된다.



위급한 상황에서 비상벨을 누르면 현재 신고자의 위치가 담긴 비상 문자메시지가 사전에 설정된 번호로 전송된다. 메시지 수신자는 최대 5명까지 설정할 수 있다. 비상벨이 작동한 후 20초가 지나면 경찰에 자동 신고하는 기능도 이용할 수 있다.



비상벨은 립스틱과 형태와 크기가 비슷하다. 비상벨 몸체를 양옆으로 잡아당겨 립스틱처럼 분리하면 지인 문자 전송과 경찰 신고가 이뤄진다. 경고음 발생 기능도 있는데 원하지 않는 경우 꺼놓으면 된다.



비상벨과 함께 안심경보기도 지급된다. 키링 형태의 안심경보기는 주변에 도움을 요청할 수 있도록 경고음을 발생시킨다. 경보기에 달린 고리를 잡아당기면 강력한 경고음이 난다.



서울시는 서울경찰청과 경보기 세부 지급기준을 마련해 오는 12월부터 일선 경찰서와 지구대·파출소에서 비상벨을 지급할 계획이다.



비상벨과 안심경보기를 포함해 지능형 폐쇄회로(CC)TV 확대 설치 등이 주요 안전 대책으로 추진되고 있다.

"
"의왕시, 생물테러 대응 대비 모의훈련","김성제 의왕시장이 참여한 유관기관은 지난 6일 생물테러 대비·대응 합동 모의훈련 마치고 기념촬영을 하고 있다.[사진제공=의왕시]

(의왕=국제뉴스) 김정기 기자 = 경기도 의왕시는 지난 6일 의왕시청 대회의실에서 생물테러 대비·대응을 위한 유관기관 합동 소규모 모의훈련을 진행했다고 7일 밝혔다.

생물테러는 사회혼란 등을 목적으로 세균이나 바이러스를 의도적으로 살포하는 테러로, 소량으로도 손쉽게 다수의 인명피해를 일으킬 수 있어 초기대응이 무엇보다 중요하다.

모의훈련은 생물테러 대비·대응 교육, 보호복 착탈의(레벨A,C) 시연, 실행 기반 도상훈련과 토론으로 진행됐다.

훈련에는 경기도청, 의왕경찰서, 2506부대와 의왕시자율방재단 및 타 지자체 생물테러 담당자 등 50여 명이 참석했다.

시나리오를 기반으로 실시한 도상훈련에서는 생물테러로 의심되는 가방을 타임빌라스 2층 남자화장실에 투척하고 도망가는 것을 가정해 초동조치팀의 각 기관별 임무와 역할이 강조됐다.

김성제 의왕시장은 ""앞으로도 주기적인 합동훈련을 통해 위기 상황 발생 시 신속하고 정확하게 대처해 시민의 소중한 생명과 안전을 지키는 데 최선을 다하겠다""고 말했다.

민영뉴스통신사 국제뉴스/news8669@daum.net"
"野 ""대통령실에 간첩"" vs 與 ""선 넘었다""…대통령실 국감서 여야 설전","김대기 대통령 비서실장(가운데)이 7일 국회에서 열린 운영위원회 국정감사에서 의원 질의에 답변하고 있다. 왼쪽은 조태용 국가안보실장, 오른쪽은 김종철 대통령경호처 차장.연합

저작권자 © 경북일보 - 굿데이 굿뉴스 무단전재 및 재배포 금지

이기동 기자 leekd@kyongbuk.com leekd@kyongbuk.com 서울취재본부장. 대통령실, 국회 등을 맡고 있습니다.

국회 운영위원회의 7일 대통령비서실 등에 대한 국정감사에서 더불어민주당 김병주 의원의 ‘대통령실 참모 중에 간첩이 있다’는 취지의 발언으로 여야 간 설전이 벌어졌다.김 의원은 이날 경찰의 대통령실 도·감청 수사 결과를 언급했다. 그가 공개한 내용에 따르면 경찰 불송치 결정문에서 ‘대통령실 입장’이라는 항목에 ‘대통령실은 언론을 통해 NSC(국가안전보장회의) 회의가 유출되는 등 미국의 도·감청 의혹을 전면 부인하고, 관련 내용이 휴민트(사람에 의한 첩보 활동)로 획득한 정보임에도 도·감청을 통해 획득했다고 둔갑된 것으로 보인다는 입장’이라고 적혀 있다.대통령실 도·감청 의혹은 지나 4월 윤석열 대통령의 미국 방문을 3주 앞둔 시점에서 발생한 사건으로, 미국 뉴욕타임스가 미국 정부의 기밀 유출 문서를 보도하면서 공개됐다. 당시 문건 중에서 김성한 전 국가안보실장과 이문희 전 외교비서관이 우크라이나 무기 지원을 놓고 나눈 대화 내용이 담겼다.문제는 두 사람의 대화 내용이 미국 기밀 문건에 포함됐다는 것이다. 도·감청 의혹도 일파만파로 퍼진 이유다. 이에 시민단체인 ‘6·15 공동선언실천남측위원회’가 미국 당국자들을 서울 용산경찰서에 고발했고, 경찰은 지난 8월 불송치 결정을 내렸다.김 의원은 “경찰의 불송치 결정서를 보면 대통령실은 미국의 도·감청 의혹을 전면 부인했고, 이것은 시긴트(최첨단 장비를 통한 첩보활동)가 아니라 휴민트(사람에 의한 첩보 활동)에 의해서 된 것이라고 한다”고 말했다.그러면서 “사실 도청이 아니라 사람에 의해 흘러갔다면 더 큰 문제다. 국가의 주요 정책이 사람에 의해 다른 나라에 갔다면 이것이 간첩이다. 간첩 색출 작전을 해야 할 것 같다. 여기 앉아 계시는 분 중에 간첩이 있다”고 주장했다.이에 조태용 국가안보실장은 “대통령실에서 경찰에 입장을 제출한 게 없다”면서 “여기 앉아있는 사람 중에 간첩이 있다는 건 적절치 않다”고 반발했다.국민의힘 의원들도 발끈했다.김성원 의원은 “심각한 표현으로 선을 넘지 않았나”라고 지적했고, 전주혜 의원도 “간첩은 모욕적인 발언으로 강한 유감을 표한다. 불송치 결정서 하나로 휴민트가 대통령실에 있다고 단정하고, 잘못된 단정을 근거로 대통령실에 간첩이 있다고 하는 건 매우 부적절한 발언”이라고 항의했다.그러자 김 의원은 “우리가 중국이든 러시아이든 미국이든 우리 정보를 내보내는 것은 간첩이라고 문제를 제기하는 것”이라며 물러서지 않았고, 여당은 거듭 유감 표명을 요구하며 한동안 소란이 이어졌다.여야는 이날 국감에서 윤석열 정부의 국정 운영 방향과 건전 재정 기조를 두고도 공방을 벌였다.민주당 강준현 의원은 “대통령 국정 수행 평가에서 국민 절반 이상이 부정적으로 보고 있는데 이 여론이 국민들께서 ‘국정을 쇄신하라’, ‘분열의 정치를 그만해라’, ‘이념 정치를 그만해라’ 이런 요구로 들리지 않나”라며 “지난 1년 반 동안 인사 파탄, 외교 파탄, 민생 파탄, 재정 파탄이었다”고 비판했다.그는 또 “상저하고를 앵무새처럼 반복해왔고 역대급 세수 펑크에도 불구하고 민생 경제 영향은 제한적일 거라는 말을 반복했는데 이런 장밋빛 낙관은 희망 고문이 돼서 국민들에게 상당한 고통을 주고 있다”며 “재정에 있어서 세수 결손 책임을 지방 정부에 떠넘기고 있다”고 말했다.민주당 원내대표인 홍익표 의원도 “세수 확보를 하고 지출 구조조정을 해야 재정 건전성이 좋아지는데, 과거 감세 방식을 그대로 하니까 긴축이 경제 침체를 부르고 재정 건전성은 악화하는 악순환에 빠진다는 우려를 하는 것”이라며 정부의 재정 운용 기조를 비판했다.반면 국민의힘 이인선 의원은 “민주당 이재명 대표가 연일 윤석열 정부의 건전재정 기조를 비판하면서 확장재정으로 성장률 3%를 회복할 수 있다고 외쳤는데, 새삼 이 대표가 대선 후보 토론에서 우리가 기축통화국이 될 가능성이 높다고 했던 ‘기축통화 호소인’ 사건이 떠오른다”고 꼬집었다.이 의원은 특히, 전임 문재인 정부를 겨냥, “망하는 나라의 3종 세트는 ‘공무원 정원 확대, 복지 확대, 통계 조작”이라고 지적한 뒤 “이런 3종 세트가 되지 않도록 해야 하는 게 윤석열 정부의 숙제”라고 강조했다.김대기 대통령실 비서실장은 “사실 돈을 풀어서 국민들에게 나눠주고 일자리도 재정을 풀어서 만들고 하면 얼마나 좋겠나. 선거에도 도움이 되고”라며 “그런데 지금 우리가 이렇게 돈을 풀면 이 돈은 MZ세대가 다 갚아야 한다. MZ세대를 위해서라도 우리가 빚 관리는 해야 한다”고 말했다."
"경북경찰, 플랫폼 치안으로 국민 일상 지킨다","7일 경북경찰청에 따르면 이와 관련, 관계성 범죄피해자의 신속한 보호·지원을 위해 긴급한 경우 AI를 접목한 메타버스 가상공간에서 비대면 통합솔루션 회의를 개최해 활성화를 추진하고, 특히, 관계성 피해자 등 보호·지원을 위해 지자체, 상담소, 범죄피해자지원센터 등 각 전문가 사례 회의를 통해 재발방지, 경제적·심리적·법률적 지원 등 해결방안을 강구한다.

실제로 최근 경산경찰서에서는 남편에게 수년간 폭언 및 정서적 학대에 노출된 피해자와 아동에 대해 신속한 보호·지원을 위해 메타버스를 활용한 통합솔루션 회의를 통해 경제적·심리적 상담 등을 지원했다.

또한, 관계성 범죄 특성상 분노조절 장애·정신적 문제 등으로 발생하는 경우가 많으므로 유관기관 맞춤형 프로그램 연계로 부부관계 재구성 등 근본적 문제 해결로 건강한 가정을 도모하고 있다. 실제로 경주경찰서에서는 수년간 남편의 폭언으로 우울증을 앓는 피해사례를 발굴해 노인보호전문기관에 연계해 리마인드 웨딩 촬영, 부부여행 프로그램 지원 등 부부관계 개선에 기여했다.

특히 가해자 성행 교정을 위해 가족센터 등에서 실시하는 ‘푸드테라피’, ‘화분 만들기’, ‘놀이치료’ 등 관계 회복프로그램 및 ‘다도’ 심리 치유프로그램에 참여한 부부들 모두가 만족하고 있는 것으로 나타났다.

이 밖에도 구미·김천경찰서에는 전일 112신고에 대한 콜백 및 재발우려가정 모니터링 과정에서 경제적 어려움을 겪고 있는 피해자를 선제적으로 발굴해 통합솔루션 회의를 통해 심리적·경제적·취업 교육 등을 지원했다.

경북경찰청은 관계성 범죄피해자들은 홀로 자립 또는 재피해 예방이 어렵기 때문에 앞으로도 통합솔루션 회의와 유관기관 프로그램 연계 등을 지속적으로 실시해 피해자 일상 회복을 지원할 예정이다.

최주원 청장은 “사회적 약자 대상 범죄피해자 보호·지원에 대한 경찰 영역의 한계를 극복하고 이를 활성화 시키기 위해서는 사회공동체 각자의 역할과 협조가 중요한 만큼, 자치경찰위원회·지자체, 유관기관 등 지역사회와 협업이 무엇보다 필요하다”며 “앞으로 누수 없는 피해자 보호를 위해 플랫폼 치안을 통한 국민 일상 지키기에 앞장서 안전한 경북을 만드는 데 최선을 다하겠다”고 밝혔다.

/피현진기자 phj@kbmaeil.com"
대전동부경찰서'원스톱 동구 이음' 발대,"안찬수(오른쪽) 대전동부서장과 박희조 동구청장이 7일 업무협약을 체결한 뒤 기념촬영하고 있다. 대전동부서 제공

[충청투데이 김성준 기자] 대전동부경찰서는 7일 경찰서 5층 화합홀에서 동구청장, 자치경찰위원장 등 주민·유관기관·경찰이 참석한 가운데 ‘원스톱 동구 이음’ 발대식을 개최했다.

원스톱 동구 이음은 가정폭력·아동학대·스토킹 등 관계성 범죄의 피해자 보호·지원을 위한 경찰-지자체 간 통합 관리 체계를 구축하고, 청소년 선도·보호를 위한 홍보단을 위촉하는 등의 협업 모델이다.

이날 동부서와 동구청은 업무협약을 체결하고 앞으로 동구 주민에게 더욱 안전한 치안 서비스를 제공하기로 했다.

또 동부서는 학교폭력 등 청소년 선도·보호를 위해 STG 태권도 시범단과도 업무협약을 체결했다.

아울러 이날 발대식에서는 가정폭력, 아동학대 등 사회적 약자 보호지원 유공에 대한 장애인권익옹호기관, YWCA가정폭력상담소 등 유관기관 4명에 대한 감사장 수여식도 진행됐다.

김성준 기자 juneas@cctoday.co.kr"
"""시민에 공감받는 치안 활동 할 것""","취임 100일 맞은 임경호 제천경찰서장

절도 등 5대 범죄예방 중점

동기간 대비 34% 하락 성과

제62대 제천경찰서장으로 취임한 임경호 서장(사진)이 지난 7일 취임 100일을 맞았다.



지난 7월 취임한 임 서장은 취임사에서 “시민의 눈높이에 맞는 공감받는 경찰 활동과 중대범죄에 대한 엄정한 법집행”을 포부로 밝히며 그간 시민이 안전하고 안심할 수 있는 제천을 만들기 위한 치안 활동을 펼쳐왔다.



특히 시민 생활과 밀접한 보이스피싱, 교통사고 예방을 비롯해 강·절도 등 5대 범죄 예방을 위한 치안 활동을 중점적으로 펼쳐왔다.



그 결과 10월말 기준 제천시 관내 보이스피싱 발생은 41건으로 동기간 대비 31% 감소하였고 누적 피해액은 전년 대비 약 8억3000만원 감소했으며 전체 교통사고는 전년대비 10.5%, 교통사고 사망자는 29% 줄어들었다.



강·절도 등 5대 범죄 발생도 감소해 동기간 대비 1006건에서 665건으로 34% 줄었으며 검거율은 오히려 86%로 상승하고 9월 치안고객만족도는 10단계(도내 12위→ 2위) 상승하는 등 각종 치안지표가 대폭 향상됐다.



임경호 서장은 “안정적으로 치안이 유지되고 있는 것은 경찰과지역 사회전체가 긴밀하게 소통하고 유기적으로 협력한 결과”라며 “앞으로도 지역사회 전체를 치안 동반자로 삼고 시민에게 공감받는 경찰 활동을 하겠다”고 밝혔다.



/제천 이준희기자

저작권자 © 충청타임즈 무단전재 및 재배포 금지"
"익산경찰서신동지구대, 협력단체와 봉사활동 펼쳐","익산경찰서 신동지구대는 7일 생활안전협의회와 덕기동에 위치한 장애인 복지시설인 창혜원에 방문해 ‘사랑의 자장면 나눔 봉사활동’을 펼쳤다.

익산경찰서 신동지구대는 7일 생활안전협의회와 덕기동에 위치한 장애인 복지시설인 창혜원에 방문해 ‘사랑의 자장면 나눔 봉사활동’을 펼쳤다.

이날 봉사활동은 최정환 신동지구대장을 비롯한 지구대 직원 및 생활안전협의회 30여 명이 참석해 장애인 및 봉사자 등 200명을 위해 현장에서 직접 조리한 자장면과 과일을 점심 식사로 제공했다.

최정환 신동지구대장은 “지역에서 소외되고 어려운 이웃들에게 희망을 줄 수 있도록 경찰도 항상 관심을 갖고 노력하겠다”고 말했다.

한편, 신동지구대와 생활안전협의회는 지난 12년간 서로 협력해 장애인 등을 대상으로 점심 식사를 제공하는 봉사활동을 펼치고 있다.

익산=문일철 기자

저작권자 © 전북도민일보 무단전재 및 수집, 재배포 금지"
