제목,기사 내용
"연천군, 아동학대·여성폭력 예방 홍보 캠페인","연천군, 아동학대·여성폭력 예방 홍보 캠페인

연천군, 아동학대·여성폭력 예방 홍보 캠페인/사진:연천군 제공

[대한경제=최종복 기자]경기 연천군(군수 김덕현)은 지난 14일 연천경찰서, 연천교육지원청, 연천가정폭력상담소와 함께 전곡초등학교 운동장에서 아동학대·여성폭력 예방 홍보 캠페인을 진행했다.



캠페인은 전곡초등학교에서 학생들을 대상으로 아동학대예방 다짐문을 읽기를 통한 아동학대 인식개선, 신고의무자 직군에 대한 이해, 아동학대와 훈육의 차이점 등을 퀴즈로 알아보는 등 다양한 프로그램과 여성폭력, 가정폭력, 디지털 성범죄 방지에 대한 인식개선 캠페인을 펼쳤다.



오릴리 사회복지과장은 “이번 캠페인을 통해 아동들이 훈육과 아동학대의 차이점을 알고 부모와 자녀간 상호소통을 하는 문화가 확산되길 바라며, 아동들이 일상에서 겪을 수 있는 가정폭력 예방에 노력을 기울여 아동이 안전하게 성장할 수 있는 환경을 만들겠다”고 밀했다.



연천=최종복 기자 bok70000@



〈ⓒ 대한경제신문(www.dnews.co.kr), 무단전재 및 수집, 재배포금지〉"
"부산교육청, 유해환경으로부터 청소년 보호한다","부산교육청, 유해환경으로부터 청소년 보호한다

청소년 일탈 행위 등 예방 위해 유관기관과 합동 캠페인 펼쳐

부산광역시 교육청 전경/사진 : 부산시교육청 제공

[대한경제=김옥찬 기자] 부산광역시교육청(교육감 하윤수)은 수능 시험일부터 연말까지 부산경찰청 등 유관기관과 함께 유해환경으로부터 청소년을 보호하기 위한 ‘합동 캠페인’에 나선다고 15일 밝혔다.



부산시교육청은 매년 관내 학교, 경찰 등 유관기관과 협력해 학생 일탈 행위·다중 밀집상황 등 안전사고를 예방하기 위해 교육청 차원에서 청소년들을 대상으로 교육과 지도에 힘쓰고 있다.



올해는 경찰청 등과 수능 시험일부터 연말까지를 ‘학생 안전 특별기간’으로 지정해, 유해환경 접촉, 유해 약물 오남용 등으로 인한 사고가 발생하지 않도록 예방 교육·점검을 강화할 계획이다.



또 5개 권역별 중심 경찰서와 해당 교육지원청, 청소년유해환경감시단 등이 합동 점검을 통해 유해업소, 유해 약물 매체, 유해 행위 점검·단속, 비행 노출 청소년 보호 활동에 나설 방침이다.



부산교육청은 수능 시험일인 16일 오후 7시 서면 일대에서 하윤수 교육감을 비롯한 교육청 관계자, 부산경찰청 등 유관기관 관계자들과 첫 번째 선도 활동에 나선다.



하윤수 부산광역시교육감은 “우리 교육청은 수능 이후에도 학생들이 건강하고 건전하게 생활할 수 있도록 유관기관과 긴밀하게 협력해 보호 활동에 나설 계획이다”며 “이번 합동 캠페인이 청소년 유해환경 문제를 학교뿐만 아니라 지역사회에서 함께 관심을 가지는 계기가 되길 바란다”고 말했다.





부산=김옥찬 기자 kkkochan20@



〈ⓒ 대한경제신문(www.dnews.co.kr), 무단전재 및 수집, 재배포금지〉"
전남 고흥에 드론 순찰대 떴다,"섬지역 맞춤형 치안 서비스 제공

전남 고흥에 맞춤형 치안 드론이 등장했다. [사진=전남도]

[정보통신신문=김연균기자]

전라남도 고흥에서 섬 지역 맞춤형 치안 드론을 활용한 다양한 주민 안전 서비스가 시작된다.

전라남도자치경찰위원회(위원장 조만형)는 전남테크노파크 고흥드론센터에서 ‘고흥경찰서-고흥군 드론합동순찰대’ 발대식을 지난 14일 개최했다.

발대식에는 고흥군 섬 지역 주민과 전남자치경찰위원회, 전남도, 전남경찰청, 전남도의회, 고흥군, 고흥군의회, 고흥경찰서, 순천대학교, 전남테크노파크, 대한항공, PNU 드론 등 관계자 총 100여 명이 참석했다.

발대식 후 고흥만 일대에서 드론합동순찰대 임무수행 시연도 진행됐다. 임무수행 시연은 치안 드론 순찰 중 불법 행위 중인 낚시꾼을 발견 후 경고하는 상황, 쓰레기 무단 소각에 따른 화재 발견 후 119로 인계하는 상황, 산사태 위험 현장 상황의 관제센터 연동 등 다양한 시나리오로 이뤄졌다.

고흥 섬 지역 주민들은 “섬 내 경찰관서가 없어 양식장 절도 및 화재 등 주민 안전이 위협받는 상황에서 치안 드론이 수시로 섬을 순찰하면 보다 안심하고 생활할 수 있겠다”며 드론 합동 순찰대 발대를 반겼다.

전남자치경찰위원회는 섬 지역 치안 사각지대를 최소화하기 위한 치안 드론 운용 체계를 기획하고 과학기술정보통신부·행정안전부 주관 ‘2022년 과학기술 활용 지역문제 해결사업’에 선정돼 총사업비 8억원을 들여 지난 7월까지 고흥군, 순천대, 대한항공, 전남테크노파크와 함께 섬 치안 맞춤형 드론을 개발했다.

개발된 치안드론은 장기 체공 가능 하이브리드 드론으로 휘발유 엔진과 전기모터를 함께 사용해 90분 이상 체공이 가능하다. 기존 경찰 드론과는 다른 대형드론으로 내풍성이 강해 바람이 강한 섬 지역에서 안정적 운용이 가능할 것으로 기대된다.

또 야간순찰에 적합한 열화상·적외선 카메라, 탐조등과 150m 상공에서 정확하게 음성이 전달되는 스피커 등 치안 활동에 적합한 장비를 탑재했다.

드론 합동 순찰대는 이동형 관제차량을 활용해 순찰이 필요한 장소까지 이동 후 경찰관이 쉽게 순찰하지 못하는 섬, 갯벌 등 지역을 순찰하고, 필요 시 고흥군 폐쇄회로텔레비전(CCTV) 관제센터, 고흥경찰서로 영상을 연동해 현장 상황을 공유하게 된다.

전남자치경찰위원회와 고흥군, 고흥경찰서는 올해 초부터 드론 합동 순찰대 구성 방안을 협의하고, 9월 경찰관 1명과 고흥군에서 파견된 근무자 1명을 고흥경찰서 소속 드론 합동 순찰대 대원으로 선발, 2달간 교육 과정을 진행한 후 11월 발대식을 개최했다.

조만형 위원장은 “고흥경찰서-고흥군 드론 합동 순찰대 발대는 주민-대학-기업-지자체-경찰이 함께 현장에서 치안 문제를 찾고 지역사회가 함께 해결 방안을 마련하는 자치경찰제 취지에 맞는 모범적 사례”라며 “전남자치경찰위원회는 앞으로도 주민 중심, 지역사회 협업 치안, 전남 특성에 맞는 과학치안을 꾸준히 발전시키겠다”고 말했다.

저작권자 © 정보통신신문 무단전재 및 재배포 금지"
[종합] 천안 백석농공단지 화공약품 공장 화재…부상 5명,"15일 충남 천안시 서북구 백석농공단지의 한 화공약품 공장에서 화재가 발생했다. (사진=굿모닝충청 채원상 기자)

[굿모닝충청 채원상·박종혁 기자] 15일 충남 천안시 서북구 백석농공단지의 한 화공약품 공장에서 화재가 발생했다.

천안서북소방서에 따르면, 이날 오전 9시 4분경 공장에서 연기가 난다는 신고가 접수됐다.

소방당국은 장비 19대에 42명을 투입해 약 1시간 만에 화재를 진압했으며, 이 과정에서 연기를 들이마신 5명 중 3명이 인근 대학병원으로 이송됐다.

서북경찰서도 불당지구대장 지휘 아래 경력 약 30명을 투입해 안전 통제를 진행했다.

목격자에 따르면 화재는 메탄올 등으로 인해 발생한 것으로 추정되며, 경찰과 소방당국은 자세한 경위 등을 조사하고 있다.

한편 9시 53분경에 화재현장 주변에 있는 공단 처리장으로 이어지는 하수관로에서 동시다발적인 폭발이 발생해 주변에 있던 사람들이 모두 대피하는 소동이 벌어지기도 했다.

폭발로 인해 현장 주변 맨홀이 모두 날아갔다. (사진=굿모닝충청 박종혁 기자)

저작권자 © 굿모닝충청 무단전재 및 재배포 금지"
"여수해경, 지역 고등학생들 맞춤형 진로체험 진행",
"광양시, 2024학년도 대학수학능력시험 수험생 총력 지원",
"함평군, 2023년 생물테러 대응 소규모 합동훈련 진행","생물테러, 사회 혼란을 목적으로 세균이나 바이러스 살포하는 테러

▲ 함평군, 2023년 생물테러 대응 소규모 합동훈련 진행

전남 함평군이 지난 14일 보건소 통합건강관리센터에서 초동대응기관인 보건·경찰·소방 합동으로 2023년 생물테러 대응 소규모 훈련을 실시했다.



이번 훈련에는 함평군 안전관리과, 보건소, 호남권 질병대응센터, 함평경찰서 함평소방서 등 70여명이 참여했다.



생물테러는 사회 혼란 등을 목적으로 탄저, 두창, 보툴리눔 독소 등 세균이나 바이러스를 의도적으로 살포하는 테러이며 소량으로도 다수의 인명피해를 일으킬 수 있어 초기대응이 무엇보다 중요하다.



이에 초기대응에 초점을 맞춰 훈련을 진행했으며 주요 훈련내용은 생물테러 대응 체계 및 초동조치 교육, 다중탐지키트 및 검체 포장·이송법 교육, 개인보호구 착·탈의 교육 등, 생물테러 발생 시나리오를 기반으로 한 도상훈련 등으로 현장 초기 대응을 위한 필수요소들로 구성됐다.



심화섭 보건소장은 “이번 훈련은 생물테러 발생에 대비한 관계기관 간의 유기적인 공조 및 신속한 대응 조치에 중점을 뒀다”며 “앞으로도 군민의 건강과 안전을 위해 민·관이 더욱 협력하며 최선을 다하겠다”고 전했다.

저작권자 © 시민의소리 무단전재 및 재배포 금지"
부산교육청 '청소년 보호 합동 캠페인',"2024학년도 대학수능을 하루 앞둔 15일 한 고등학교에서 수험표를 배부받은 학생생들이 학교를 나서며 응원을 받고 있다. 사진공동취재단

부산시교육청은 수능 시험일인 16일부터 연말까지 부산경찰청 등 유관기관과 함께 유해환경으로부터 청소년을 보호하기 위한 '합동 캠페인'에 나선다.부산시교육청은 경찰청 등 유관기관과 수능 시험일부터 연말까지를 '학생 안전 특별기간'으로 지정해 유해환경 접촉, 유해 약물 오남용 등으로 인한 사고가 발생하지 않도록 예방 교육·점검을 강화할 계획이다.또, 5개 권역별 중심 경찰서와 해당 교육지원청, 청소년유해환경감시단 등이 합동 점검을 통해 유해업소, 유해 약물 매체, 유해 행위 점검·단속, 비행 노출 청소년 보호 활동에 나설 방침이다.부산시교육청은 수능 시험일인 16일 오후 7시 서면 일대에서 하윤수 교육감을 비롯한 교육청 관계자, 부산경찰청 등 유관기관 관계자들과 첫 번째 선도 활동에 나선다."
"울산해경, 하반기 해양안전저해사범 특별단속 시행","울산해양경찰서 청사 전경.(제공=울산해경)

[로이슈 전용모 기자]울산해양경찰서(서장 정욱한)는 11월 13일부터 12월 8일까지 4주간 해양안전 저해사범 특별단속을 진행한다고 15일 밝혔다.이번 특별단속 중점대상은 [해양안전 저해 단속 사안]으로 ▲주취운항 및 무면허운항 ▲선박안전검사 미수검, 구명설비 부실검사 등 선박검사 분야 ▲과적·과승, 해기사 승무기준 위반 등 안전저해행위 분야이다.울산해경은 본격적인 특별단속 시작에 앞서 어민들의 자발적 해양안전 저해행위 중단 및 경각심 고취를 위해 11월 6일부터 12일까지 1주간 파출소 홍보 전광판 등을 이용한 단속 전 사전 예고제를 실시했다.사전예고 기간 이후 관할 주요 항·포구별 수사·형사계 직원 및 형사기동정을 배치해 관내 해상의 해양안전 저해사범을 집중 단속키로 했다.울산해경 관계자는 “국민의 안전과 생명으로 직결되는 해양안전 저해행위 대상으로 엄정한 법을 집행함과 동시에 단속이 목적이 아닌 국민의 안전을 최우선으로 하는 안전의식 고취를 통해 미연의 사고 예방에 주력하겠다”고 전했다.전용모 로이슈(lawissue) 기자 sisalaw@lawissue.co.kr"
'홍대 가림막 사고' 50대 뇌사…공사업체 대표 입건,[서울=뉴시스] 김명년 기자 = 지난 6일 오후 서울 마포구 동교동의 한 건물 리모델링 현장에서 건물 가림막이 강풍에 쓰러져 행인 두 명이 중상을 입었다. 사진은 이날 사고 현장 모습. 2023.11.06. kmn@newsis.com
"[함양소식] 함양군, 생물테러 대비 대응 소규모 훈련 등","1김현정 ""코 보정물 빼고 선해져…돈 떼이고 목사와 결혼"""
"부산교육청, 수능일~연말 '학생안전특별기간' 운영","부산시교육청 전경./사진=부산교육청 제공

부산시교육청은 수능 시험일인 11월 16일부터 12월 31일까지를 '학생 안전 특별기간'으로 지정하고 청소년을 보호하기 위한 합동 캠페인에 나선다.부산교육청은 매년 관내 학교, 경찰 등 유관기관과 협력해 학생 일탈 행위·다중 밀집상황 등 안전사고를 예방하기 위해 교육청 차원에서 청소년들을 대상으로 교육과 지도에 힘쓰고 있다.올해는 유해환경 접촉, 유해 약물 오남용 등으로 인한 사고가 발생하지 않도록 예방 교육·점검을 강화할 계획이다.또 5개 권역별 중심 경찰서와 해당 교육지원청, 청소년유해환경감시단 등이 합동 점검을 통해 유해업소, 유해 약물 매체, 유해 행위 점검·단속, 비행 노출 청소년 보호 활동에 나설 방침이다.부산교육청은 수능 시험일인 16일 오후 7시 서면 일대에서 하윤수 교육감을 비롯한 교육청 관계자, 부산경찰청 등 유관기관 관계자들과 첫 번째 선도 활동에 나선다.하윤수 부산시교육감은 ""우리 교육청은 수능 이후에도 학생들이 건강하고 건전하게 생활할 수 있도록 유관기관과 긴밀하게 협력해 보호 활동에 나설 계획이다""며 ""이번 합동 캠페인이 청소년 유해환경 문제를 학교뿐만 아니라 지역사회에서 함께 관심을 가지는 계기가 되길 바란다""고 말했다.부산=김성욱 기자 attainuk0518@

중도일보(www.joongdo.co.kr), 무단전재 및 수집, 재배포 금지"
[15일 인천 서구] ‘복지재단 임원 공개 모집’ 임원추천위원회 개최 등,"반도체도 트럼프 리스크…외풍에 흔들리지 않는 생태계 만들어야

[아시아타임즈=정인혁 기자] 반도체 시장은 긴 불황의 터널을 지나 내년 1분기부터 업황 회복과 함께 상승 곡선이 전망된다. 감산 정책으로 인한 메모리 제품 가격 상승과 고부가가치 제품의 수요 증가 등 여러 상황이 ‘반도체의 봄’을 점치는 가운데 1년여 앞으로 다가온 미국 대선이 변수로 작용하고 있다. 전문가들은 외부 요인에 흔들리지 않는 국내 반도체 생태계 조성이 중요하다고 주장한다. 3일 업계에 따르면 내년 11월 치러지는 미국 대선에서 도널드 트럼프 전 대통령이 우세하다는 여론조사 결과가 잇달아 나오면서 삼성전자, SK하이닉스 등 국내 반도체 기업들이 대응책 마련에 고심 중이다. 시장조사업체 D램익스체인지에 따르면 PC용 D램 범용제품(DDR4 8Gb)의 11월 평균 고정거래가격은 전월 대비 3.33% 상승한 1.55달러를 기록했다. D램 가격은 10월 15.38% 오르며 2021년 7월(7.89% 상승) 이후 2년 3개월 만에 반등했다. 낸드 가격도 지난달 1.59% 상승하면서 2021년 7월(5.48% 상승) 이후 2년 3개월 만에 반등했다. 이러한 고정거래가격 반등은 삼성전자, SK하이닉스 등 주요 메모리 업체의 감산 효과가 본격적으로 나타난 덕이다. AI(인공지능), 데이터센터 등에서 고부가가치 제품인 HBM 수요도 늘고 있다. 아울러 PC, 스마트폰, 전력 반도체 등 시스템반도체 시장까지도 회복될 조짐이 보인다. 업계 관계자는 “올 초 예상대로 업황 회복이 진행되는 듯 하다”면서 “내년부터 반도체 시장이 오름세에 접어들 것으로 생각한다”고 말했다. 하지만 내년 진행되는 미국 대선이 큰 변수가 될 것으로 전망되며 낙관을 이어가기가 어려워졌다. 내년 대통령 선거를 앞두고 미국 주요 언론들은 경합주를 중심으로 바이든 대통령과 트럼프 전 대통령의 가상 대결 구도를 만들고 선호도 조사까지 진행 중이다. 최대 경합지역인 6개 주 중 5개 주에서 트럼프가 앞서는 결과가 나오고 있다. 이러한 추세라면 트럼프의 당선 가능성이 높다. 업계에서는 누가 당선되든 '중국의 반도체 굴기 좌절', '미국 중심 공급망 재구축'이라는 굵직한 정책 기조는 변함이 없을 것으로 전망하면서도 바이든과 트럼프의, 대중국 규제 관철 방식에는 차이가 있을 것으로 보고 있다. 바이든이 재선에 성공하면 국제 정치와 세계 경제는 현재 기조가 유지될 가능성이 높다. 바이든 정부는 영국, 호주, 네덜란드, 일본 등 동맹국을 끌어들이는 등 공조 전략으로 대중국 수출 통제에 나섰다. 바이든 2기가 열리면 동맹 및 파트너 국가들과 힘을 합쳐 중국을 압박하는 정책이 이어질 공산이 높다. 트럼프가 당선될 경우 기존 제도와 동맹국 공조가 치밀하게 진행 중인 지금의 상황이 송두리째 뒤집힐 가능성이 크다. 김양팽 산업연구원 전문연구원은 “바이든이 당선되면 현재 텐션을 유지하겠지만, 트럼프가 당선되면 본인이 주도한 새 정책을 펼칠 가능성도 배제할 수 없다”면서 “트럼프는 자기 주도적으로 프로젝트를 펼치고 싶어할텐데 그 방향이 예측 불가능한 부분이라 상당히 큰 리스크가 될 것”이라고 말했다. 또 트럼프가 미·중 갈등 한복판에 있는 반도체를 정조준해 삼성, SK 등에 생산시설 투자를 늘리라는 요구를 노골화할 가능성도 있다. 대통령 재임 시절 '반도체 자급'을 강조하며 TSMC 등 반도체 기업에 미국에 공장을 지으라고 압박한 사례를 보면 가늠할 수 있다. 또 중국 내에서 생산되는 국내 기업의 일부 반도체도 문제 삼을 가능성이 크다. 전문가들은 누가 대통령이 되든 미국 중심으로 반도체 산업이 흘러갈 것으로 전망하며 이에 대한 견고한 대응책과 함께 외부 요인에 흔들리지 않는 국내 반도체 생태계 조성을 앞당겨야 한다고 강조했다. 이종환 상명대 시스템반도체학과 교수는 “트럼프는 바이든보다 더 경제를 중시하고 자국 중심적”이라면서 “동맹국과의 관계 등은 제쳐두고 자국 이익을 극대화할 전략을 구사하는 과정에서 국내 반도체 기업도 영향을 받을 것”이라고 말했다. 이어 그는 “결국 바이든이 되든, 트럼프가 되든 우리는 이러한 외부 요인에 흔들리지 않아야 한다”며 “현재 구성 중인 용인반도체클러스터 등을 통해 자국 내 반도체 생태계 조성이 앞당겨져야 한다”고 덧붙였다. 신훈규 포스텍 나노융합기술원 미래전략기획단장은 “누가 되든 상관없이 국내 반도체 기업에 영향이 없지 않을 것”이라면서 “현재 보여지는 대외적인 요인들에 흔들리지 않는 국내 공급망 구축이 빨리 진행되길 바란다”고 말했다."
고흥서 '드론합동순찰대' 떴다…섬지역 맞춤형 치안 드론 활용 다양한 주민 안...,"전라남도 고흥에서 섬 지역 맞춤형 치안 드론을 활용한 다양한 주민 안전 서비스가 시작된다.



전남도자치경찰위원회(위원장 조만형)는 전남테크노파크 고흥드론센터에서 14일 '고흥경찰서-고흥군 드론합동순찰대' 발대식을 개최했다고 15일 밝혔다.



발대식에는 고흥군 섬 지역 주민과 전남자치경찰위원회, 전남도, 전남경찰청, 전남도의회, 고흥군, 고흥군의회, 고흥경찰서, 순천대학교, 전남테크노파크, 대한항공, PNU 드론 등 관계자 총 100여 명이 참석했다.



발대식 후 고흥만 일대에서 드론합동순찰대 임무수행 시연도 진행했다. 임무수행 시연은 치안 드론 순찰 중 불법 행위 중인 낚시꾼을 발견 후 경고하는 상황, 쓰레기 무단 소각에 따른 화재 발견 후 119로 인계하는 상황, 산사태 위험 현장 상황의 관제센터 연동 등 다양한 시나리오로 이뤄졌다.



고흥 섬 지역 주민들은 “섬 내 경찰관서가 없어 양식장 절도 및 화재 등 주민 안전이 위협받는 상황에서 치안 드론이 수시로 섬을 순찰하면 보다 안심하고 생활할 수 있겠다”며 드론 합동 순찰대 발대를 반겼다.



전남자치경찰위원회는 섬 지역 치안 사각지대를 최소화하기 위한 치안 드론 운용 체계를 기획하고 과학기술정보통신부·행정안전부 주관 '2022년 과학기술 활용 지역문제 해결사업'에 선정돼 총사업비 8억 원을 들여 지난 7월까지 고흥군, 순천대, 대한항공, 전남테크노파크와 함께 섬 치안 맞춤형 드론을 개발했다.



치안드론은 장기 체공 가능 하이브리드 드론으로 휘발유 엔진과 전기모터를 함께 사용해 90분 이상 체공이 가능하다. 기존 경찰 드론과는 다른 대형드론으로 내풍성이 강해 바람이 강한 섬 지역에서 안정적 운용이 가능할 것으로 기대하고 있다. 야간순찰에 적합한 열화상·적외선 카메라, 탐조등과 150m 상공에서 정확하게 음성이 전달되는 스피커 등 치안 활동에 적합한 장비를 탑재했다.



드론 합동 순찰대는 이동형 관제차량을 활용해 순찰이 필요한 장소까지 이동 후 경찰관이 쉽게 순찰하지 못하는 섬, 갯벌 등 지역을 순찰한다. 필요 시 고흥군 폐쇄회로(CC)TV) 관제센터, 고흥경찰서로 영상을 연동해 현장 상황을 공유하게 된다.



전남자치경찰위원회와 고흥군, 고흥경찰서는 올해 초부터 드론 합동 순찰대 구성 방안을 협의하고, 9월 경찰관 1명과 고흥군에서 파견된 근무자 1명을 고흥경찰서 소속 드론 합동 순찰대 대원으로 선발, 2달간 교육 과정을 진행한 후 11월 발대식을 개최했다.



조만형 위원장은 “고흥경찰서-고흥군 드론 합동 순찰대 발대는 주민-대학-기업-지자체-경찰이 함께 현장에서 치안 문제를 찾고 지역사회가 함께 해결 방안을 마련하는 자치경찰제 취지에 맞는 모범적 사례”라며 “전남자치경찰위원회는 앞으로도 주민 중심, 지역사회 협업 치안, 전남 특성에 맞는 과학치안을 꾸준히 발전시키겠다”고 말했다.



고흥=김한식 기자 hskim@etnews.com"
"성주군, ‘대한민국 범죄예방대상’ 여성가족부장관 표창 수상","▲ 성주군(군수 이병환)은 경찰청과 The JoongAng이 공동주최하는 제8회 대한민국 범죄예방대상에서 여성가족부장관 표창을 수상했다.ⓒ성주군

성주군(군수 이병환)은 경찰청과 The JoongAng이 공동주최하는 '제8회 대한민국 범죄예방대상'에서 여성가족부장관 표창을 수상했다.





성주군은 지역사회 청소년들에게 맞춤형 서비스를 one-stop으로 제공하는 청소년안전망을 구축하고 비행·일탈을 예방하기 위해 민·관이 협력해 다양한 활동을 펼치고 있다.





2012년부터 청소년상담복지센터를 운영하며 관내 초·중·고등학생을 대상으로 학교폭력예방교육, 인터넷스마트폰 과의존 예방교육, 청소년생명존중프로그램, 위기청소년 멘토링사업 등을 지속적으로 진행하고 있다.





성주경찰서, 청소년관련단체 등 유관기관 협력하여 등굣길·야간 아웃리치를 실시해 청소년들이 각종 위험에 노출될 수 있는 환경을 미리 차단하고 위기청소년 발견 시 사례회의를 통해 각종 지원을 연계하여 범죄로부터 청소년을 지키는 안전 버팀목 역할을 하고 있다.





이병환 성주군수는 “청소년상담복지센터를 중심으로 유관기관들의 다양한 활동이 청소년이 안전한 성주를 만들고 있다. 앞으로도 우리 청소년들이 건강한 사회 구성원으로 성장할 수 있도록 관심과 지원을 아끼지 않겠다”고 말했다."
영암 월출산 국화축제에 28만여 명 방문 대 성황,"[이뉴스투데이 광주전남취재본부 송덕만 기자] 전남 영암군이 10월 28~12일까지 16일간 월출산기찬랜드와 영암읍 일대에서 개최한 ‘2023 월출산 국화축제’가 28만여 명의 관람객 유치로 남도 대표 가을축제로 자리 잡으며 성황리에 마무리됐다.

[사진=영암군]

‘국화, 빛으로 피어나다!’를 주제로 열린 올해 축제는, 달빛 폭포 점등식, 드론 라이팅쇼, 국화 콘서트 등을 포함해 다양한 참여 체험 홍보 판매 행사가 곁들여지며 영암을 찾은 남녀노소 방문객들에게 추억의 가을을 선사했다.

먼저, 영암군은 월출산 기찬랜드에 24만여 점의 형형색색의 다양한 국화를 전시해 관람객의 눈길을 사로잡았다.

밤에는 기찬랜드물놀이장에 설치된 일루미네이션 조명 ‘달빛 폭포’와 행사장 곳곳의 야간 조명이 관광객의 발길을 사로잡으며 사진찍기 좋은 풍경을 제공했다.

아울러 영암군은 영암경찰서 영암소방서 등 유관기관과 안전 점검을 수시로 실시하고, 의료서비스 제공, 유아차 휠체어 대여 등으로 방문객이 편안하게 축제를 즐길 수 있도록 도왔다.

특히, 행사장 먹거리 위생과 바가지요금 등도 꾸준히 점검·관리해, 단 1건의 관련 민원도 발생하지 않는 클린 축제를 선보였다.

영암군 관계자는 ""올해 월출산 국화축제는 주야간을 가리지 않는 풍성한 볼거리와 즐길거리를 불편함 없이 관광객에게 제공했다""라며 ""가족, 연인과 함께 영암을 찾은 분들이 행사장 전역에서 행복한 미소가 담긴 사진을 찍으며 잊지 못할 추억을 얻어간다는 말에 뿌듯했다. 축제는 마무리됐지만, 이달 26일까지 국화 및 야간 조명 전시를 연장해 뒤늦게 영암을 방문한 분들에게도 가을과 국화의 정취를 느낄 수 있도록 하겠다""라고 밝혔다."
"부산교육청, 수능 후 청소년 일탈행위 예방 선도","1김현정 ""코 보정물 빼고 선해져…돈 떼이고 목사와 결혼"""
섬 맞춤형 치안 '드론합동순찰대' 고흥서 발대식,"드론합동순찰대 임무 수행 시연 모습. /전남도 제공

섬지역 맞춤형 치안 정책으로 추진된 ‘드론합동순찰대’가 전남 고흥서 정식 출범했다.

전라남도자치경찰위원회는 전남테크노파크 고흥드론센터에서 ‘고흥경찰서-고흥군 드론합동순찰대’ 발대식을 지난 14일 개최했다고 15일 밝혔다.

이날 발대식에는 고흥군 섬 지역 주민과 전남자치경찰위원회, 전남도, 전남경찰청, 전남도의회, 고흥군, 고흥군의회, 고흥경찰서, 순천대학교, 전남테크노파크, 대한항공, PNU 드론 등 관계자 총 100여 명이 참석했다.

발대식 후 고흥만 일대에서 드론합동순찰대 임무수행 시연도 진행됐다. 임무수행 시연은 치안 드론 순찰 중 불법 행위 중인 낚시꾼을 발견 후 경고하는 상황, 쓰레기 무단 소각에 따른 화재 발견 후 119로 인계하는 상황, 산사태 위험 현장 상황의 관제센터 연동 등 다양한 시나리오로 이뤄졌다.

고흥 섬 지역 주민들은 “섬 내 경찰관서가 없어 양식장 절도 및 화재 등 주민 안전이 위협받는 상황에서 치안 드론이 수시로 섬을 순찰하면 보다 안심하고 생활할 수 있겠다”며 드론 합동 순찰대 발대를 반겼다.

전남자치경찰위원회는 섬 지역 치안 사각지대를 최소화하기 위한 치안 드론 운용 체계를 기획하고 과학기술정보통신부·행정안전부 주관 ‘2022년 과학기술 활용 지역문제 해결사업’에 선정돼 총사업비 8억 원을 들여 지난 7월까지 고흥군, 순천대, 대한항공, 전남테크노파크와 함께 섬 치안 맞춤형 드론을 개발했다.

개발된 치안드론은 장기 체공 가능 하이브리드 드론으로 휘발유 엔진과 전기모터를 함께 사용해 90분 이상 체공이 가능하다. 기존 경찰 드론과는 다른 대형드론으로 내풍성이 강해 바람이 강한 섬 지역에서 안정적 운용이 가능할 것으로 기대된다.

또 야간순찰에 적합한 열화상·적외선 카메라, 탐조등과 150m 상공에서 정확하게 음성이 전달되는 스피커 등 치안 활동에 적합한 장비를 탑재했다.

드론 합동 순찰대는 이동형 관제차량을 활용해 순찰이 필요한 장소까지 이동 후 경찰관이 쉽게 순찰하지 못하는 섬, 갯벌 등 지역을 순찰하고, 필요 시 고흥군 폐쇄회로텔레비전(CCTV) 관제센터, 고흥경찰서로 영상을 연동해 현장 상황을 공유하게 된다.

전남자치경찰위원회와 고흥군, 고흥경찰서는 올해 초부터 드론 합동 순찰대 구성 방안을 협의하고, 9월 경찰관 1명과 고흥군에서 파견된 근무자 1명을 고흥경찰서 소속 드론 합동 순찰대 대원으로 선발, 2달간 교육 과정을 진행한 후 11월 발대식을 개최했다.

조만형 전남자치경찰위원장은 “고흥경찰서-고흥군 드론 합동 순찰대 발대는 주민-대학-기업-지자체-경찰이 함께 현장에서 치안 문제를 찾고 지역사회가 함께 해결 방안을 마련하는 자치경찰제 취지에 맞는 모범적 사례”라며 “전남자치경찰위원회는 앞으로도 주민 중심, 지역사회 협업 치안, 전남 특성에 맞는 과학치안을 꾸준히 발전시키겠다”고 말했다.

/이은창 기자 lec@namdonews.com

"
고흥 섬마을에 '치안 드론 합동순찰대' 떴다…원격 감시·대응,"[고흥=뉴시스] 고흥 드론 합동 순찰대가 운용하는 드론. 장시간 비행과 탐조등, 경광등, 스피커가 장착돼 치안 활동에 적합하고 유시사 빠른 대비가 가능하다. 고흥군 제공 *재판매 및 DB 금지"
