제목,기사 내용,타임스탬프
서울시 휴대용비상벨고리 잡아당기자 ‘삐∼’…3분30초 만에 경찰 출동,"클릭하시면 더 큰이미지를 보실 수 있습니다 오세훈 서울시장이 5일 오전 서울시청사 앞에서 안심세트 ‘지키미(ME)’를 시연하고 있다. 뉴시스

‘삐∼’5일 서울광장에서 오세훈 서울시장이 휴대용 SOS 비상벨 고리를 당기자 지나가던 사람들이 깜짝 놀랄 만큼 큰 경고음이 울렸다. 이후 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 긴급문자가 발송됐고, 3분 30초 만에 112 신고를 받은 경찰이 곧바로 현장에 출동했다.이날 오전 이달 말부터 서울에 보급될 예정인 휴대용 SOS 비상벨 현장 시연회가 열렸다. 안심세트 ‘지키미(ME)’는 휴대용 SOS 비상벨과 안심 경보기로 구성된다. 비상벨은 기기 작동 시 70㏈(데시벨) 경고음이 발생해 주변에 도움을 요청하고 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 문자메시지를 즉시 발송한다. 경고음 발생 후 20초가 지나면 112에 자동 신고하는 기능도 선택할 수 있다. 안심 경보기는 고리를 잡아당기는 간단한 작동만으로도 120㏈ 강력한 경고음을 내는 장치다. 시 관계자는 ""가해자의 범행 의지를 위축시키고 주변에 위급상황을 알릴 수 있다""고 말했다.

클릭하시면 더 큰이미지를 보실 수 있습니다 서울시에서 지급하는 휴대용 SOS 비상벨. 서울시청 제공

시연회에 앞서 오세훈 서울시장과 김광호 서울경찰청장 등이 참석한 가운데 서울시와 서울경찰청 간 ‘지키미 보급을 위한 업무협약’이 진행됐다. 이번 협약에 따라 지키미는 이달 말부터 서울경찰청 산하 31개 경찰서 및 지구대·파출소에서 지급할 예정이다. 보급 대상은 성범죄·스토킹·가정폭력·교제폭력 등 범죄 피해자와 피해 우려자다. 112신고 및 사건 접수된 범죄 피해자에게는 상담·조사 때 희망 여부를 파악한 후 제공된다. 범죄 피해 우려로 상담하기 위해 경찰관서에 방문한 대상자는 상담 경찰관이 위험성을 판단해 지원 여부를 결정한다.

클릭하시면 더 큰이미지를 보실 수 있습니다 휴대용 SOS 비상벨과 안심 경보기로 구성된 안심세트 ‘지키미(ME)’. 김군찬 기자

시는 이번 지키미 보급을 위해 5억 원의 예산을 편성한 바 있다. 시는 보급 이후 경과를 살피고 확대 보급 여부를 결정한다는 방침이며 성능이 개선된 안심 물품을 지속해서 제공할 계획이다. 오 시장은 ""여성 등 범죄 위험에 노출된 약자들을 위해 지키미를 적극적으로 보급하는 등 안전 시책을 강화해 나가겠다""며 ""시민의 안전을 위해서는 어떠한 지원과 노력도 아끼지 않을 것""이라고 강조했다.김군찬 기자",2023-12-29 01:41:01
"[서울] 서울시-서울경찰청,비상벨세트 '지키미' 보급 업무협약","서울시가 서울경찰청과 손잡고 여성과 아동 등 범죄 취약계층의 일상 안전을 지키는 안심세트 '지키미(ME)' 보급에 나섭니다.



오세훈 서울시장과 김광호 서울경찰청장은 오늘 시청에서 '지키미 보급을 위한 업무협약'을 맺었습니다.



이어 서울광장에서 휴대용 SOS 비상벨 현장 시연회도 열렸는데, 오 시장이 직접 비상벨과 안심 경보기 작동 방법을 소개했습니다.



안심세트 지키미는 이달 말부터 서울경찰청 산하 31개 경찰서와 지구대, 파출소에서 지급할 예정입니다.



성범죄·스토킹·가정폭력·교제폭력 등 범죄 피해자 및 피해를 우려하는 시민에게 지급됩니다.



오 시장은 ""여성 등 범죄 위험에 노출된 약자들을 위해 지키미를 적극적으로 보급하는 등 안전 시책을 강화해 나가겠다""고 말했습니다.



지키미는 휴대용 SOS 비상벨과 안심 경보기로 구성됩니다.



비상벨은 기기 작동 시 경고음이 발생해 주변에 도움을 요청하고 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 문자메시지를 즉시 발송합니다.



경고음 발생 후 20초가 지나면 112에 자동 신고하는 기능도 선택할 수 있습니다.



안심 경보기는 고리를 잡아당기는 간단한 작동만으로도 강력한 경고음을 내는 장치인데 가해자의 범행 의지를 위축시키고 주변에 위급상황을 알릴 수 있습니다.







YTN 김종균 (chongkim@ytn.co.kr)



※ '당신의 제보가 뉴스가 됩니다'

[카카오톡] YTN 검색해 채널 추가

[전화] 02-398-8585

[메일] social@ytn.co.kr

[저작권자(c) YTN 무단전재, 재배포 및 AI 데이터 활용 금지]",2023-12-29 01:41:23
"과천시, 공중화장실 59곳에 안심비상벨설치","[사진=과천시]

[보안뉴스 박미영 기자] 과천시는 여성과 장애인 등을 대상으로 하는 범죄에 신속하게 대응할 수 있도록 시청, 시민회관, 개방화장실 등 관내 공중화장실 59개소에 안심비상벨 90대를 12월 중순까지 설치한다.범죄 예방 안심비상벨은 112경찰서와 연계로 비상벨 버튼을 누르면 양방향 통화가 가능하고 화장실 문 앞에 경광등이 자동으로 울림과 동시에 112경찰서 상황실에 현장 주소가 표시돼 경찰이 적시에 현장 출동해 골든타임 확보가 가능하다.또한 비상벨을 누를 수 없는 위급한 상황에서도 살려 달라고 소리를 외치면 경찰이 즉시 현장 출동하는 시스템으로 범죄에 즉각적으로 대응해 피해를 최소화할 수 있다.신계용 과천시장은 “앞으로도 시민이 느끼는 안전에 대한 불안감과 우려를 불식시킬 수 있도록 다양한 대책을 마련해 내실있게 추진해 범죄로부터 안전한 도시를 만들어 나갈 것”이라고 했다.[박미영 기자( mypark@boannews.com )]

<저작권자: 보안뉴스(www.boannews.com) 무단전재-재배포금지>",2023-12-29 01:41:23
"인천 남동구, 시 최초로 범죄예방 시스템 지원","남동구가 범죄예방 시스템으로 지원한 안심 홈세트(제공=남동구)

인천 남동구가 여성 대상 범죄 불안감 해소와 안전한 주거환경 개선을 위해 여성 1인 가구와 1인 점포에 범죄예방 시스템을 지원했다.

5일 구에 따르면 최근 여성 1인 가구 80가구에 실내용 CCTV, 스마트 초인종 등 4종의 ‘안심 홈세트’를 지급하고 여성 1인 점포 60곳에 ‘안심 비상벨’을 설치했다.

이번 사업은 인천시 최초로 ‘인천시 여성안심드림 시범사업’에 선정돼 추진됐다.

‘안심 홈세트’는 실내용 CCTV, 실시간 방문자 확인이 가능한 스마트 초인종, 비상 시 휴대용 비상벨을 누르면 위치정보와 녹음 정보가 경찰과 지인에게 전송되는 휴대용 비상벨로 구성돼 있다.

‘안심 비상벨’은 위험 상황에 벨을 누르면 인천지방경찰청 112상황실로 즉시 연결돼 경찰이 바로 현장에 출동할 수 있는 시스템이다.

구는 효율적인 사업 추진을 위해 여성 1인 가구의 경우 관내 경찰서와 협업, 범죄 피해 가구를 우선 접수했다.

1인 점포는 동 행정복지센터, 대한미용사회, 노래방협회, 전통시장과 상인회 등의 홍보를 통해 다양한 업종의 점포가 신청할 수 있도록 했다.

한 노래방 운영자는 “늦은 시각 손님 간 다툼이 발생했을 때 당황해 전화기를 찾기도 어려웠는데 간편하게 비상벨을 누르기만 하면 돼 안심이 된다”고 말했다.

박종효 구청장은 “앞으로도 선제적으로 범죄를 예방할 수 있는 사업 추진으로 1인 가구 등 사회적 약자가 마음 편히 생활할 수 있는 환경 조성을 위해 노력하겠다“고 말했다.",2023-12-29 01:41:25
"서울시, 안심세트 '지키미(ME)' 보급… 오세훈 시장 직접 시연해","/ 사진 = 서울시 제공.

서울시와 서울경찰청이 범죄 위험에 노출된 약자를 위해 휴대용 비상벨, 안심경보기 등으로 구성된 안심세트를 보급한다.

서울시는 5일 서울시청에서 서울경찰청과 여성·아동 등 범죄취약계층을 지원하는 ‘안심세트 지키미(ME) 보급을 위한 업무협약’을 체결하고 서울광장서 ‘휴대용 SOS 비상벨’ 시연회를 진행했다.

협약식에는 오세훈 시장, 김광호 서울경찰청장, 김학배 서울시 자치경찰위원장 등이 참석했다.

/ 사진 = 서울시 제공.

이번 업무협약은 서울시민의 안전을 위해 양 기관이 적극적으로 대응키 위한 약속의 자리로 마련됐다.

협력에 따라 서울시는 시민의 안전한 일상을 위해 안심물품을 적극 지원, 서울경찰청은 물품이 필요한 범죄 피해자와 피해 우려자를 선정해 보급하는 등 사회적 약자를 보호·지원하는 데 상호 협력한다.

협약 내용은 ▲여성·아동 등 사회적 약자 피해 예방을 위한 ‘지키미(ME)’ 지원 및 보급 ▲이상동기 범죄 등 위험상황 예방을 위한 정보교류 ▲그 밖에 범죄예방 등 안전한 서울 구축과 관련한 공동 정책 마련을 위한 공동 대응 및 협력이다.

이후 서울광장으로 이동해 안심세트인 ‘휴대용 SOS 비상벨’ 현장 시연회를 진행했다. 시연은 ‘범죄 발생→휴대용 SOS 비상벨 작동→문자전송 및 112신고→경찰출동’ 순서로 성능과 효과를 검증키 위해 실시됐다.

안심세트 ‘지키미(ME)’는 이달 말부터 서울경찰청 산하 31개 경찰서 및 지구대·파출소에서 지급할 예정으로 성범죄·스토킹·가정폭력·교제폭력 등 범죄 피해자 및 피해 우려자에 대해 ▲112신고 및 사건 접수된 범죄 피해자는 상담·조사 시 희망 여부를 파악 후 지원 ▲범죄피해 우려로 상담하기 위해 경찰관서에 방문한 대상자는 상담 경찰관이 위험성을 판단해 지원여부를 결정할 계획이다.

안심세트 ‘지키미(ME)’ / 사진 = 서울시 제공.

서울시는 이번 ‘지키미(ME)’ 보급을 시작으로 제품의 성능개선과 기술개발을 통해 시민의 안전 확보에 필요한 안심물품을 지속적으로 마련해 제공할 계획이다.

오세훈 시장은 “여성 등 범죄 위험에 노출돼 있는 약자들을 위해 ‘지키미’와 같은 휴대용 비상벨을 적극적으로 보급하는 등 안전 시책을 강화해 나가겠다”며 “서울시민의 안전을 위해서는 어떠한 지원과 노력도 아끼지 않을 것”이라고 말했다.

김광호 서울경찰청장은 “앞으로도 서울경찰은 현장 중심 조직개편을 바탕으로 시민중심·현장중심 경찰활동을 적극 추진할 것이며 시민들이 안전을 넘어 안심할 수 있는 사회를 만들도록 최선을 다하겠다”고 말했다.",2023-12-29 01:41:26
"과천시, 관내 공중화장실 59곳에 안심비상벨설치…범죄로부터안전한 도시 만...","[이뉴스투데이 경기2취재본부 안상철 기자] 과천시는 여성과 장애인 등을 대상으로 하는 범죄에 신속하게 대응할 수 있도록 시청, 시민회관, 개방화장실 등 관내 공중화장실 59개소에 안심비상벨 90대를 12월 중순까지 설치한다.

개방화장실 [사진=과천시]

범죄예방 안심비상벨은 112경찰서와 연계로 비상벨 버튼을 누르면 양방향 통화가 가능하고 화장실 문 앞에 경광등이 자동으로 울림과 동시에 112경찰서 상황실에 현장 주소가 표시되어 경찰이 적시에 현장 출동해 골든타임 확보가 가능하다.

또한, 비상벨을 누를 수 없는 위급한 상황에서도 살려달라고 소리를 외치면 경찰이 즉시 현장 출동하는 시스템으로 범죄에 즉각적으로 대응하여 피해를 최소화할 수 있다.

신계용 과천시장은 “앞으로도 시민이 느끼는 안전에 대한 불안감과 우려를 불식시킬 수 있도록 다양한 대책을 마련해 내실있게 추진하여 범죄로부터 안전한 도시를 만들어 나갈 것”이라고 했다.",2023-12-29 01:41:27
"[12월 5일(화) 오늘, 서울시] 시내버스안 전광판에 재난·차량우회 안내","국내 최초 시내버스 내 LED 전광판 활용…메시지 음성·전광판 문자로 알려 이륜차 밀집지 중심으로 집중 단속…내년부터 적발 시 과태료 5만원 안심세트 '지키미' 보급 업무 협약…SOS 비상벨·안심 경보기로 구성





서울시 시내버스 긴급공지시스템 운영도.ⓒ서울시 제공

1. 서울시, 이달부터 실시간 긴급 안내방송 시스템 도입





앞으로 주요 긴급 재난 발생 시 서울 시내버스에서도 안내 방송과 전광판을 통해 정보를 빠르게 확인할 수 있다. 서울시는 국내 최초로 시내버스 내 LED 전광판 및 안내방송을 활용한 실시간 긴급 안내방송 시스템을 이달부터 도입한다고 4일 밝혔다.





실시간 긴급 안내시스템은 버스 승객들에게 각종 재난정보 및 대형사건·사고 등의 상황을 실시간으로 메시지 음성(TTS)과 전광판 문자로 알림으로써 그에 따른 조치를 취할 수 있게 하는 기능이다. 서울시 재난안전상황실과 버스정책과가 정보를 취합해 알리는 방식이다.





해당 시스템은 각종 집회 및 행사 등으로 버스 운행노선 이탈이나 차량우회 발생 시 변경사항을 전하는 교통정보 제공 역할도 수행한다.





2. 서울시 오토바이도 공회전 단속한다





내년부터 서울 시내에서 오토바이에 대한 공회전 단속이 시작돼 적발되면 과태료 5만원이 부과된다. 승용차보다 오염물질이 많이 배출되는 데다 최근 배달 수요 증가로 오토바이 운행이 늘어나 관리가 필요하다는 판단에 따른 것이다.





서울시는 지난 7월 자동차공회전 제한에 관한 조례가 개정돼 사륜자동차만 포함했던 공회전 제한 대상이 내년 1월부터 확대된다고 4일 밝혔다.





이에 내년 1월1일부터 대형 아파트단지와 배달음식점 등 이륜차 밀집지를 중심으로 집중 단속해 공회전 규정을 위반한 오토바이 등에 과태료 5만원이 부과된다.





3. 서울경찰청 함께 시민 일상 지킨다…비상벨세트 보급





서울시가 서울경찰청과 손잡고 여성과 아동 등 범죄취약계층의 일상 안전을 지키는 안심세트 '지키미(ME)' 보급에 나선다. 서울시는 5일 오전 10시 시청에서 서울경찰청과 '지키미 보급을 위한 업무협약'을 맺고 '지키미' 세트를 보급한다고 밝혔다.





지키미는 휴대용 SOS 비상벨과 안심 경보기로 구성된다. 비상벨은 기기 작동 시 경고음이 발생해(무음도 가능) 주변에 도움을 요청하고 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 문자메시지를 즉시 발송한다. 경고음 발생 후 20초가 지나면 112에 자동 신고하는 기능도 선택할 수 있다.





안심 경보기는 고리를 잡아당기는 간단한 작동만으로도 강력한 경고음을 내는 장치다. 가해자의 범행 의지를 위축시키고 주변에 위급상황을 알릴 수 있다.",2023-12-29 01:41:28
[현장영상] 서울시-서울경찰청 '안심세트 지키미' 보급,,2023-12-29 01:41:31
"김해시, 통학로 횡단보도 차단기 설치","김해시는 어린이 보행자 안전사고 예방을 위해 통학로 횡단보도에 안전차단기를 내외동 협성엘리시안 아파트 정문과 일동한신아파트 통학로 2곳에 시범 설치했다고 4일 밝혔다.



김해시내에 설치된 어린이 교통사고 예방 횡단보도 안전차단기./김해시/ 김해시내에 설치된 어린이 교통사고 예방 횡단보도 안전차단기./김해시/

이번에 횡단보도 차단기가 설치된 곳은 어린이들의 유일한 등굣길 횡단보도임에도 등·하교 시 학생 안전을 위한 무단 횡단 방지와 신호 미준수 차량 운전자들에게 주의 등 수신호를 해 주는 사람은 한 명도 없는 곳이었다.

통학로 횡단보도 안전차단기는 어린이들이 무단횡단하는 것을 방지하는 것은 물론 대기 공간에서 안전하게 기다릴 수 있도록 유도한다. 또 CCTV 영상 감지를 통해 인식된 보행자의 무단횡단과 횡단보도 보행자 수 등을 분석해 안전한 보행자 교통환경을 구축하게 된다.

이와 함께 김해365안전센터와 연계해 안전차단기에 설치된 CCTV와 비상벨을 활용, 횡단보도 인근 사고 발생을 CCTV 관제요원이 실시간 대응해 사고 발생 시 초기 골든 타임도 확보할 수 있다.

이동희 김해시 교통혁신과장은 “이번 어린이 보행자 안전 시스템 사업으로 어린이보호구역과 통학로 횡단보도 등에서 교통사고가 획기적으로 감소할 것으로 기대하고 있다”며 “교통사고 발생 감소 등 긍정적인 결과를 얻을 경우 관내 초등학교로 설치지역을 확대해 어린이 보행자 안전이 보장될 수 있는 스마트하고 쾌적한 보행환경을 조성하겠다”고 말했다.",2023-12-29 01:41:32
"서울시·서울경찰청, 범죄취약계층에 안심세트 '지키미' 보급",[서울=뉴시스] 조성우 기자 = 오세훈 서울시장이 7일 오전 서울 중구 서울시청에서 열린 부실공사 제로 추진계획 기자설명회에서 휴대용 SOS 비상벨 '지키미'를 소개하고 있다. 2023.11.07. xconfind@newsis.com,2023-12-29 01:41:33
"서울시, 서울경찰청과 범죄취약계층 '안전한 일상' 지원 맞손","[서울=뉴스핌] 김가희 기자 = 한동훈 국민의힘 비상대책위원장은 26일 내년 총선 불출마를 선언하고 ""승리를 위해 뭐든지 다 할 것이지만, 제가 그 승리의 과실을 가져가지는 않겠다""라고 밝혔다. 한 비대위원장은 이날 오후 서울 여의도 국민의힘 중앙당사에서 열린 취임식에서 ""지역구에 출마하지 않겠다. 비례로도 출마하지 않겠다. 오직 동료 시민과 이 나라의 미래만 생각하면서 승리를 위해서 용기 있게 헌신하겠다""라며 이같이 말했다. 국민의힘은 같은 날 전국위원회를 열고 한 위원장 임명안을 의결했다. 해당 안건은 전국위원 재적 824명 중 650명이 투표에 참여한 가운데 찬성 627명, 반대 23명으로 가결됐다. [서울=뉴스핌] 윤창빈 기자 = 한동훈 국민의힘 비상대책위원장이 26일 오후 서울 여의도 국민의힘 중앙당사에서 비상대책위원장 임명 수락 연설을 하고 있다. 2023.12.26 pangbin@newspim.com 수락 연설에서 한 위원장은 ""첫날이니 저를 이 자리에 불러내 주신 국민의힘 동료 여러분께 제가 어떤 생각으로 비상대책위원장의 일을 할지 말하겠다""라며 운을 뗐다. 그는 ""중대범죄가 법에 따라 처벌받는 걸 막는 게 지상 목표인 다수당이, 더욱 폭주하면서 이 나라의 현재와 미래를 망치는 것을 막아야 한다. 그런 당을 숙주 삼아 수십 년간 386이 486, 586, 686 되도록 썼던 영수증 또 내밀며 대대손손 국민 위에 군림하고 가르치려 드는 운동권 특권정치를 청산해야 한다""라고 강조했다. 이어 ""우리가 반드시 이겨야 할, 눈앞에 닥친 명분은 선명하다""라며 ""용기 내기로 결심해야 한다. 저는 용기 내기로 결심했다. 그렇게 용기 내기로 결심했다면, 헌신해야 한다""라고 목소리를 높였다. 또 한 비대위원장은 ""정치인은 국민의 공복이지 국민 그 자체가 아니다""라며 ""'선민 후사'해야 한다. 분명히 다짐하자. '국민의힘'보다 '국민'이 우선이다""라고 당부했다. 그러면서 ""오늘 국민의힘의 비상대책위원장으로서 정치를 시작하면서, 저부터 '선민 후사'를 실천하겠다. 어려운 상황에서 미래와 동료 시민에 대한 강한 책임감을 느끼기 때문""이라고 덧붙였다. 한 비대위원장은 ""국민의힘은 자유민주주의에 대한 선의만 있다면 다양한 생각을 가진 사람들이 되도록 많이 모일 때 비로소 강해지고 유능해지고 그래서 국민의 삶이 나아지게 할 수 있는 정당""이라면서 ""국민의힘은 다양한 생각을 가진, 국민께 헌신할, 신뢰할 수 있는, 실력 있는 분들을 국민께서 선택하실 수 있게 하겠다""라고 했다. 그는 ""공직을 방탄 수단으로 생각하지 않는 분들, 특권의식 없는 분들만을 국민께 제시하겠다. 우선 우리 당은 국회의원 불체포특권을 포기하기로 약속하시는 분들만 공천할 것이고, 그럴 일은 없겠지만 나중에 약속을 어기는 분들은 즉시 출당 등 강력히 조치하겠다""라고 밝혔다. 그러면서 ""우리는 이재명 대표의 민주당과 달라야 하지 않겠냐""고 말했다. 한 비대위원장은 '김건희 특검법'에 대한 입장을 묻는 말에 ""총선용 악법이라는 생각을 갖고 있다""고 거듭 강조하면서도 ""당에서, 원내에서 어떻게 대응할지는 충분히 보고받고 같이 논의하겠다""고 답했다. 한 비대위원장은 오는 27일 탈당을 예고한 이준석 전 국민의힘 대표와 관련해서는 ""국민의힘은 자유민주주의 정당이고, 많은 분이 모일수록 강해진다""며 ""취임하게 되면 다양한 생각을 가진 많은 분들을 진영과 상관없이 만날 것""이라고 설명했다. 다만 지금 단계에서는 특정한 인물을 정해서 만날 계획을 하고 있지 않다고 선을 그었다. 또 그는 그동안 논란이 일었던 '수직적 당정관계'에 대한 지적에는 ""대통령과 여당, 여당과 대통령, 여당과 정부는 헌법과 법률의 범위 내에서 각자 할 일을 하는, 국민을 위해 일하는 기관""이라며 ""수직적이니, 수평적이니 이런 이야기가 나올 부분이 아니라 각자 상호 협력하는 동반자 관계라고 하는 게 옳다""고 반박했다. 그러면서 ""대통령은 여당이 있기 때문에 정책 설명을 잘할 수 있고, 여당이 사랑받아야 대통령이 힘을 갖게 된다""라며 ""누가 누구를 누르고 막는 등 사극에서 나올법한 궁중 암투는 끼어들 자리가 없다. 우리는 우리의 할 일을 하면 되는 것이고, 대통령은 대통령이 할 일을 하면 된다""고 목소리를 높였다. 한편 비대위원장 비서실장에는 김형동 국민의힘 의원이 임명됐다. 김 의원은 경북 안동시 예천군을 지역구로 두고 있는 대표적 'TK' 초선 의원이다. 박정하 국민의힘 수석대변인은 이날 언론 공지를 통해 ""한 비대위원장이 취임 입장 발표 직후 김 의원을 비서실장으로 임명했다""고 전했다. [서울=뉴스핌] 윤창빈 기자 = 한동훈 국민의힘 비상대책위원장이 26일 오후 서울 여의도 국민의힘 중앙당사에서 입장을 발표한 후 윤재옥 당대표 권한대행과 미소를 보이고 있다. 2023.12.26 pangbin@newspim.com rkgml925@newspim.com",2023-12-29 01:41:36
"서울경찰청, 서울시와 함께비상벨세트 ‘지키미(ME)’ 보급","[파이낸셜뉴스] 서울경찰청은 5일 서울시청에서 서울시와 여성·아동 등 범죄취약계층을 지원하는 안심세트 '지키미(ME)' 보급을 위한 업무협약을 체결했다고 밝혔다.이번 협약에 따라 서울시는 시민의 안전한 일상을 위해 안심물품을 지원한다. 서울경찰청은 '지키미(ME)' 세트가 필요한 범죄 피해자와 피해 우려자를 선정·보급하는 등 사회적 약자를 보호·지원하는데 상호 협력한다.협약의 주요 내용은 △여성·아동 등 사회적 약자 피해 예방을 위한 '지키미(ME)' 세트 지원 및 보급 △이상동기 범죄 등 위험상황 예방을 위한 정보교류 △그 밖에 범죄예방 등 안전한 서울 구축과 관련한 공동 정책 마련을 위한 필요한 사항에 대한 공동대응 및 협력이다.이날 서울광장에서는 안심세트인 '휴대용 SOS 비상벨' 현장시연회도 열렸다.'지키미(ME)' 세트는 이달 말부터 서울청 산하 31개 경찰서 범죄예방대응과 및 지역경찰관서에서 지급할 예정이다.보급 대상은 스토킹·성범죄·가정폭력·교제폭력 등 범죄피해자 및 피해 우려자다.서울경찰청과 서울시는 '지키미(ME)' 제품의 성능개선 및 기술개발을 통해 서울시민의 안전 확보에 더욱 적합한 안심물품을 마련하여 제공할 예정이다.김광호 서울경찰청장은 ""앞으로도 서울경찰은 현장 중심 조직재편을 바탕으로 시민중심·현장중심 경찰활동을 적극 추진할 것""이라며 ""시민들이 안전을 넘어 안심할 수 있는 사회를 만들도록 최선을 다하겠다""고 했다.",2023-12-29 01:41:39
"서울시-서울경찰청,비상벨세트 ‘지키미(ME)’ 보급","서울시가 서울경찰청과 함께 여성과 아동 등 범죄취약계층의 일상 안전을 지키는 안심세트 ‘지키미(ME)’ 보급에 나섭니다.



지키미는 휴대용 SOS 비상벨과 안심 경보기로 구성됩니다. 비상벨은 기기 작동 시 경고음이 발생해(무음도 가능) 주변에 도움을 요청하고 미리 설정한 최대 5명의 지인에게 위치 정보가 담긴 비상 문자메시지를 즉시 발송합니다. 경고음 발생 후 20초가 지나면 112에 자동 신고하는 기능도 선택할 수 있습니다.



안심 경보기는 고리를 잡아당기는 간단한 작동만으로도 강력한 경고음을 내는 장치입니다. 가해자의 범행 의지를 위축시키고 주변에 위급상황을 알릴 수 있습니다.



안심세트 지키미는 이달 말부터 서울경찰청 산하 31개 경찰서 및 지구대·파출소에서 지급할 예정입니다. 보급 대상은 성범죄·스토킹·가정폭력·교제폭력 등 범죄 피해자 및 피해 우려자입니다.



112신고 및 사건 접수된 범죄 피해자는 상담·조사 때 희망 여부를 파악한 후 지원하고, 범죄 피해 우려로 상담하기 위해 경찰관서에 방문한 대상자는 상담 경찰관이 위험성을 판단해 지원 여부를 결정할 계획입니다.



시는 이번 지키미 보급을 시작으로 기술개발을 통해 성능이 개선된 안심물품을 지속해서 제공할 계획입니다.



[사진 출처 : 연합뉴스 / 서울시 제공]



■ 제보하기

▷ 카카오톡 : 'KBS제보' 검색, 채널 추가

▷ 전화 : 02-781-1234, 4444

▷ 이메일 : kbs1234@kbs.co.kr

▷ 유튜브, 네이버, 카카오에서도 KBS뉴스를 구독해주세요!",2023-12-29 01:41:39
"“언제 어디서나 여성의안전지킨다”… 안산시, 범죄 예방 인프라 강화[로컬...","클릭하시면 더 큰이미지를 보실 수 있습니다 지난 9월 5일 경기 안산시 단원구 원곡동 일원에서 이민근 안산시장과 홍기현 경기남부경찰청장 등 일행이 치안 활동을 벌이고 있다. 안산시청 제공

안산=박성훈 기자 pshoon@munhwa.com경기 안산시가 ‘언제 어디서나 여성의 안전을 책임지는 도시’를 슬로건으로 내세워 안전 확보를 위한 기반 확충에 나서고 있다. 시는 법무부의 범죄예방 환경설계 컨설팅 결과를 바탕으로 범죄발생 가능성이 상대적으로 높다고 판단된 공원 및 주택가에 보안등 설치, 방범시설물 확충을 위한 방범용 CCTV 추가설치, 주거지 안전 강화를 위한 정보 제공 시트, 로고젝터, 바닥표지병 설치, 안심 귀갓길 포장 등을 추진하고 있다고 5일 밝혔다.외진 골목 곳곳을 대상으로 열악한 주거환경을 개선하고 범죄에 대한 심리적 불안감을 해소하기 위해 안산상록·단원경찰서와 범죄예방도시환경디자인 사업을 진행, 단원구 선부2동·와동 등 20개 마을을 대상으로 안심 반사경 부착, LED 방범 비상벨 알림판 설치 등 여성 안전마을을 조성하는 데 주력하고 있다.또 여성 대상 범죄를 사전에 예방하고 안전한 일상을 돕기 위해 여성 1인 가구를 대상으로 스마트 초인종, 휴대용 비상 버튼, 문 열림 경보기, 창문 잠금장치 등 4종의 안심 물품을 무료로 지원하고 있다. 아동·청소년 등 범죄 취약계층에는 경찰 등에 긴급구조 요청을 할 수 있도록 전자형 호루라기, 호신용 스프레이, 호신용 경보기 등을 배부했다.시는 전 시민을 대상으로 성폭력, 성매매 등 4대 폭력 예방 교육과 캠페인을 추진하고, 공중화장실 불법 촬영기기 설치 여부 점검을 지속 실시하며, 법무부·교육지원청·경찰서 등 다양한 기관이 참여하고 있는 민관협의체 여성 안전 지역 연대 운영, 가정 폭력·성폭력 공동대응팀 및 상담소 등을 운영해 여성 등 사회적 약자를 대상으로 하는 범죄예방 효과를 극대화하고 있다.이와 함께 범죄로부터 시민의 안전을 보호하는 데 주력하기 위해 전국 최초로 ‘이상동기 범죄 대응 TF팀’을 꾸려 야간순찰 활동은 물론 모의훈련을 실시해 시민 안전을 공고히 해 나가고 있다.이민근 안산시장은 “최근 여성을 대상으로 한 사회적 범죄나 피해자가 특정되지 않은 이상동기 범죄가 지속 발생함에 따라 여성, 노년층 등 사회적 약자를 위한 안전 정책과 범죄예방을 위한 인프라 강화가 대두되고 있다”며 “언제 어디서나 24시간 여성 안전을 지키기 위한 다양한 정책을 마련해 시행 중인 안산시는 여성이 안심하고 거주할 수 있는 정주 환경을 구축하기 위해 행정력을 모으고 있다”고 말했다.",2023-12-29 01:41:40
